,Taxonomy,Country,Cumulative_Count,Count
558,Adenovirus PREDICT_AdV-50,Cameroon,3,3
559,Adenovirus PREDICT_AdV-51,Cameroon,1,1
560,Adenovirus PREDICT_AdV-52,Uganda,1,1
561,Adenovirus PREDICT_AdV-53,Cameroon,1,1
562,Adenovirus PREDICT_AdV-54,Cameroon,2,2
563,Adenovirus PREDICT_AdV-55,Malaysia,1,1
564,Adenovirus PREDICT_AdV-56,Cameroon,1,1
565,Adenovirus PREDICT_AdV-57,Cameroon,1,1
566,Adenovirus PREDICT_AdV-58,Cameroon,2,2
567,Adenovirus PREDICT_AdV-59,Cameroon,1,1
568,Adenovirus PREDICT_AdV-60,Cameroon,1,1
569,Adenovirus PREDICT_AdV-61,Cameroon,1,1
570,Adenovirus PREDICT_AdV-62,Cameroon,1,1
571,Adenovirus PREDICT_AdV-63,Cameroon,1,1
572,Adenovirus PREDICT_AdV-64,Cameroon,2,2
573,Adenovirus PREDICT_AdV-65,Cameroon,1,1
574,Adenovirus PREDICT_AdV-66,Malaysia,5,5
575,Adenovirus PREDICT_AdV-67,Malaysia,1,1
576,Adenovirus PREDICT_AdV-68,Cameroon,3,3
577,Adenovirus PREDICT_AdV-69,Bangladesh,2,2
578,Adenovirus PREDICT_AdV-70,Malaysia,1,1
579,Adenovirus PREDICT_AdV-71,Brazil,2,2
580,Adenovirus PREDICT_AdV-72,Bangladesh,3,3
581,Adenovirus PREDICT_AdV-73,Gabon,5,5
582,Adenovirus PREDICT_AdV-74,Cameroon,1,1
583,Adenovirus PREDICT_AdV-74,Gabon,6,5
584,Adenovirus PREDICT_AdV-75,Gabon,109,109
585,Adenovirus PREDICT_AdV-77,Malaysia,1,1
586,Adenovirus PREDICT_AdV-78,Cameroon,1,1
587,Adenovirus PREDICT_AdV-79,Cameroon,1,1
588,Adenovirus PREDICT_AdV-80,Cameroon,1,1
589,Adenovirus PREDICT_AdV-81,Mexico,1,1
590,Adenovirus PREDICT_AdV-87,Mexico,3,3
591,Adenovirus PREDICT_AdV-90,Bangladesh,6,6
592,Adenovirus PREDICT_AdV-91,Malaysia,1,1
593,Adenovirus red squirrel/DEU/JK-2011,Germany,2,2
594,Adenovirus sp.,Australia,1,1
595,Adenovirus sp.,Bangladesh,17,16
596,Adenovirus sp.,South Korea,18,1
597,Adenovirus squirrel/298/07-19/PT,Portugal,2,2
598,Adenovirus squirrel/96-29/KOR,South Korea,2,2
599,Adenovirus squirrel/GBR/SG-2012,United Kingdom,2,2
600,Adintoviridae,Australia,14,14
601,Adintoviridae,Austria,26,12
602,Adintoviridae,Canada,37,11
603,Adintoviridae,Denmark,47,10
604,Adintoviridae,Germany,74,27
605,Adintoviridae,India,92,18
606,Adintoviridae,Jordan,110,18
607,Adintoviridae,Mexico,123,13
608,Adintoviridae,Netherlands,134,11
609,Adintoviridae,Spain,147,13
610,Adintoviridae,Taiwan,159,12
611,Adintoviridae,USA,255,96
612,Adintoviridae,Ukraine,267,12
613,Adintovirus sp.,USA,23,23
614,Adler hantavirus,Russia,25,25
615,Adomaviridae,Australia,13,13
616,Adomaviridae,China,28,15
617,Adomaviridae,Cuba,34,6
618,Adomaviridae,Maldives,47,13
619,Adomaviridae,Norway,62,15
620,Adomaviridae,Taiwan,73,11
621,Adomaviridae,USA,123,50
622,Adonis mosaic virus,Japan,12,12
623,Adoxophyes honmai entomopoxvirus,Japan,494,494
624,Adoxophyes orana granulovirus,Czech Republic,4,4
625,Adoxophyes orana granulovirus,Japan,152,148
626,Adoxophyes orana nucleopolyhedrovirus,United Kingdom,242,242
627,Aedes Ifla-like virus,Switzerland,1,1
628,Aedes aegypti Thai densovirus,Thailand,14,14
629,Aedes aegypti To flavivirus-like,Brazil,1,1
630,Aedes aegypti To virus 1,Brazil,2,2
631,Aedes aegypti To virus 2,Brazil,3,3
632,Aedes aegypti anphevirus,Australia,4,4
633,Aedes aegypti anphevirus,Guadeloupe,36,32
634,Aedes aegypti anphevirus,USA,37,1
635,Aedes aegypti toti-like virus,Guadeloupe,4,4
636,Aedes aegypti totivirus,Ghana,2,2
637,Aedes aegypti totivirus,Guadeloupe,34,32
638,Aedes aegypti totivirus,USA,47,13
639,Aedes aegypti totivirus 2,Brazil,3,3
640,Aedes aegypti virga-like virus,Ghana,2,2
641,Aedes alboannulatus orthomyxo-like virus,Australia,4,4
642,Aedes alboannulatus toti-like virus 1,Australia,4,4
643,Aedes albopictus anphevirus,USA,7,7
644,Aedes albopictus densovirus 5,China,3,3
645,Aedes albopictus densovirus 7,China,3,3
646,Aedes albopictus negev-like virus,Australia,6,6
647,Aedes angustivittatus narnavirus,Mexico,1,1
648,Aedes anphevirus,Colombia,3,3
649,Aedes anphevirus,French Guiana,5,2
650,Aedes anphevirus,French Polynesia,9,4
651,Aedes anphevirus,Gabon,12,3
652,Aedes anphevirus,India,19,7
653,Aedes anphevirus,Kenya,25,6
654,Aedes anphevirus,Malaysia,30,5
655,Aedes anphevirus,Mexico,34,4
656,Aedes anphevirus,Thailand,55,21
657,Aedes anphevirus,USA,75,20
658,Aedes birnavirus,Australia,4,4
659,Aedes camptorhynchus negev-like virus,Australia,10,10
660,Aedes camptorhynchus reo-like virus,Australia,8,8
661,Aedes camptorhynchus toti-like virus 1,Australia,4,4
662,Aedes detritus orthomyxo-like virus,Greece,4,4
663,Aedes flavivirus,Brazil,1,1
664,Aedes flavivirus,China,17,16
665,Aedes flavivirus,India,21,4
666,Aedes flavivirus,Indonesia,22,1
667,Aedes flavivirus,Italy,30,8
668,Aedes flavivirus,Japan,64,34
669,Aedes flavivirus,Kenya,88,24
670,Aedes flavivirus,Mexico,90,2
671,Aedes flavivirus,Slovenia,93,3
672,Aedes flavivirus,South Korea,98,5
673,Aedes flavivirus,Switzerland,99,1
674,Aedes flavivirus,Thailand,100,1
675,Aedes flavivirus,Turkey,107,7
676,Aedes flavivirus,USA,108,1
677,Aedes galloisi flavivirus,Japan,2,2
678,Aedes iflavi-like virus 1,Brazil,3,3
679,Aedes iflavi-like virus 2,Brazil,2,2
680,Aedes japonicus narnavirus 1,Japan,2,2
681,Aedes japonicus narnavirus 1,Netherlands,4,2
682,Aedes notoscriptus flavivirus,Australia,2,2
683,Aedes permutotetra-like virus 1,Brazil,1,1
684,Aedes permutotetra-like virus 2,Brazil,2,2
685,Aedes phasmavirus,China,27,27
686,Aedes pseudoscutellaris reovirus,France,18,18
687,Aedes pseudoscutellaris reovirus,Ghana,27,9
688,Aedes rhabdo-like virus,Brazil,1,1
689,Aedes sobemo-like virus,Brazil,4,4
690,Aedes sollicitans nucleopolyhedrovirus,USA,2,2
691,Aedes taeniorhynchus narnavirus,Mexico,1,1
692,Aedes vexans iflavirus,Senegal,1,1
693,Aegithalos caudatus CRESS-DNA-virus sp.,China,1,1
694,Aegithalos caudatus Genomoviridae sp.,China,6,6
695,Aegithalos caudatus ambidensovirus,China,4,4
696,Aegithalos caudatus parvoviridae sp.,China,11,11
697,Aeonium ringspot virus,Italy,4,4
698,Aeribacillus virus AP45,Russia,146,146
699,Aerococcus phage vB_AviM_AVP,China,165,165
700,Aeromonas phage 13AhydR10PP,Poland,80,80
701,Aeromonas phage 14AhydR10PP,Poland,82,82
702,Aeromonas phage 2_D05,China,166,166
703,Aeromonas phage 4_4512,China,62,62
704,Aeromonas phage 4_D05,China,148,148
705,Aeromonas phage 4_L372X,China,82,82
706,Aeromonas phage 50AhydR13PP,Poland,490,490
707,Aeromonas phage 60AhydR15PP,Poland,494,494
708,Aeromonas phage 62AhydR11PP,Poland,64,64
709,Aeromonas phage 85AhydR10PP,Poland,80,80
710,Aeromonas phage AP1,India,455,455
711,Aeromonas phage Ah1,Russia,664,664
712,Aeromonas phage AhyVDH1,China,59,59
713,Aeromonas phage Akh-2,South Korea,223,223
714,Aeromonas phage Atoyac1,Mexico,46,46
715,Aeromonas phage Atoyac10,Mexico,46,46
716,Aeromonas phage Atoyac13,Mexico,46,46
717,Aeromonas phage Atoyac14,Mexico,46,46
718,Aeromonas phage Atoyac15,Mexico,50,50
719,Aeromonas phage Atoyac23,Mexico,46,46
720,Aeromonas phage BUCT551,China,148,148
721,Aeromonas phage BUCT552,China,74,74
722,Aeromonas phage BUCT695,China,127,127
723,Aeromonas phage CF8,India,244,244
724,Aeromonas phage D3,India,267,267
725,Aeromonas phage D6,India,267,267
726,Aeromonas phage D9,India,271,271
727,Aeromonas phage HJG,China,26,26
728,Aeromonas phage LAh1,Australia,45,45
729,Aeromonas phage LAh10,Australia,228,228
730,Aeromonas phage LAh2,Australia,45,45
731,Aeromonas phage LAh3,Australia,50,50
732,Aeromonas phage LAh4,Australia,52,52
733,Aeromonas phage LAh5,Australia,53,53
734,Aeromonas phage LAh_7,Australia,150,150
735,Aeromonas phage MJG,China,35,35
736,Aeromonas phage PAS-1,South Korea,7,7
737,Aeromonas phage PS,India,49,49
738,Aeromonas phage PS1,India,247,247
739,Aeromonas phage PS2,India,249,249
740,Aeromonas phage PVN02,Viet Nam,64,64
741,Aeromonas phage PVN03,Viet Nam,64,64
742,Aeromonas phage PVN04,Viet Nam,65,65
743,Aeromonas phage PVN05,Viet Nam,66,66
744,Aeromonas phage PZL-Ah1,China,44,44
745,Aeromonas phage PZL-Ah152,China,54,54
746,Aeromonas phage PZL-Ah8,China,52,52
747,Aeromonas phage V46,Finland,1,1
748,Aeromonas phage VTCCBP2,India,1,1
749,Aeromonas phage VTCCBPA5,India,1,1
750,Aeromonas phage pAh6.2TG,Viet Nam,65,65
751,Aeromonas phage phiARM81ld,Poland,61,61
752,Aeromonas phage phiARM81mr,Poland,70,70
753,Aeromonas phage phiAS5,South Korea,686,686
754,Aeromonas phage vB_AhyS-A18P4,China,146,146
755,Aeromonas phage vB_AsM_ZHF,China,237,237
756,Aeromonas phage vB_AsaM_LPM4,Canada,55,55
757,Aeromonas virus 25AhydR2PP,Poland,102,102
758,Aeromonas virus 2L372D,China,434,434
759,Aeromonas virus 2L372X,China,422,422
760,Aeromonas virus 4-4572,China,308,308
761,Aeromonas virus 4L372D,China,502,502
762,Aeromonas virus 4L372XY,China,442,442
763,Aeromonas virus 56,France,166,166
764,Aeromonas virus A8-29,China,370,370
765,Aeromonas virus AS4,South Korea,542,542
766,Aeromonas virus AS7,South Korea,102,102
767,Aeromonas virus CC2,China,854,854
768,Aeromonas virus CF7,India,98,98
769,Aeromonas virus LAh6,Australia,328,328
770,Aeromonas virus LAh8,Australia,286,286
771,Aeromonas virus LAh9,Australia,294,294
772,Aeromonas virus pAh6C,South Korea,172,172
773,Aeropyrum coil-shaped virus,Japan,114,114
774,Aeropyrum globular virus 1,Japan,66,66
775,Aeropyrum pernix bacilliform virus 1,Japan,28,28
776,Aerosvirus,Poland,102,102
777,Aerosvirus,South Korea,204,102
778,Aesopia cornuta ranavirus,Taiwan,2,2
779,Affertcholeramvirus,India,106,106
780,Affertcholeramvirus,Iran,107,1
781,Affertcholeramvirus,Malaysia,143,36
782,Affertcholeramvirus,Mozambique,148,5
783,Affertcholeramvirus,Russia,157,9
784,Affertcholeramvirus,USA,166,9
785,Affertcholeramvirus,Viet Nam,174,8
786,African cassava mosaic Burkina Faso virus,Burkina Faso,34,34
787,African cassava mosaic virus,Angola,65,65
788,African cassava mosaic virus,Benin,74,9
789,African cassava mosaic virus,Burkina Faso,190,116
790,African cassava mosaic virus,Cameroon,234,44
791,African cassava mosaic virus,Central African Republic,776,542
792,African cassava mosaic virus,Chad,805,29
793,African cassava mosaic virus,Cote d'Ivoire,815,10
794,African cassava mosaic virus,Democratic Republic of the Congo,968,153
795,African cassava mosaic virus,Gabon,1314,346
796,African cassava mosaic virus,Ghana,1942,628
797,African cassava mosaic virus,India,1944,2
798,African cassava mosaic virus,Kenya,2058,114
799,African cassava mosaic virus,Madagascar,2634,576
800,African cassava mosaic virus,Malawi,2638,4
801,African cassava mosaic virus,Nigeria,2771,133
802,African cassava mosaic virus,Pakistan,2820,49
803,African cassava mosaic virus,Tanzania,2826,6
804,African cassava mosaic virus,Togo,2836,10
805,African cassava mosaic virus,USA,2837,1
806,African cassava mosaic virus,Uganda,2977,140
807,African cassava mosaic virus,Zambia,3034,57
808,African cichlid hepadnavirus,Zambia,1,1
809,African cichlid nackednavirus,Zambia,5,5
810,African eggplant mosaic virus,Tanzania,2,2
811,African eggplant yellowing virus,Benin,3,3
812,African eggplant yellowing virus,Mali,21,18
813,African horse sickness virus,Chad,21,21
814,African horse sickness virus,Ethiopia,31,10
815,African horse sickness virus,India,33,2
816,African horse sickness virus,Kenya,67,34
817,African horse sickness virus,Mozambique,78,11
818,African horse sickness virus,Namibia,168,90
819,African horse sickness virus,Nigeria,178,10
820,African horse sickness virus,Pakistan,185,7
821,African horse sickness virus,Senegal,187,2
822,African horse sickness virus,South Africa,2382,2195
823,African horse sickness virus,Spain,2385,3
824,African horse sickness virus,Sudan,2390,5
825,African horse sickness virus,Thailand,2414,24
826,African horse sickness virus,Zimbabwe,2470,56
827,African pygmy hedgehog adenovirus 1,Japan,29,29
828,African swine fever virus,Angola,16,16
829,African swine fever virus,Armenia,23,7
830,African swine fever virus,Azerbaijan,31,8
831,African swine fever virus,Belarus,35,4
832,African swine fever virus,Belgium,422,387
833,African swine fever virus,Benin,759,337
834,African swine fever virus,Botswana,764,5
835,African swine fever virus,Brazil,774,10
836,African swine fever virus,Burkina Faso,917,143
837,African swine fever virus,Burundi,1079,162
838,African swine fever virus,Cameroon,1286,207
839,African swine fever virus,Cape Verde,1292,6
840,African swine fever virus,China,3873,2581
841,African swine fever virus,Cote d'Ivoire,3921,48
842,African swine fever virus,Cuba,3923,2
843,African swine fever virus,Czech Republic,4118,195
844,African swine fever virus,Democratic Republic of the Congo,4724,606
845,African swine fever virus,Dominican Republic,4729,5
846,African swine fever virus,Estonia,4943,214
847,African swine fever virus,Ethiopia,4976,33
848,African swine fever virus,France,5213,237
849,African swine fever virus,Gambia,5218,5
850,African swine fever virus,Georgia,6156,938
851,African swine fever virus,Germany,6344,188
852,African swine fever virus,Ghana,6356,12
853,African swine fever virus,Haiti,6366,10
854,African swine fever virus,Hungary,6559,193
855,African swine fever virus,India,6596,37
856,African swine fever virus,Indonesia,6608,12
857,African swine fever virus,Iran,6609,1
858,African swine fever virus,Italy,21767,15158
859,African swine fever virus,Kenya,23033,1266
860,African swine fever virus,Latvia,23042,9
861,African swine fever virus,Lithuania,23253,211
862,African swine fever virus,Madagascar,23313,60
863,African swine fever virus,Malawi,23614,301
864,African swine fever virus,Malaysia,23622,8
865,African swine fever virus,Mali,23634,12
866,African swine fever virus,Malta,23641,7
867,African swine fever virus,Mauritius,23660,19
868,African swine fever virus,Moldova,23855,195
869,African swine fever virus,Mongolia,23878,23
870,African swine fever virus,Mozambique,23970,92
871,African swine fever virus,Namibia,24047,77
872,African swine fever virus,Netherlands,24053,6
873,African swine fever virus,Nigeria,24232,179
874,African swine fever virus,Poland,26308,2076
875,African swine fever virus,Portugal,27366,1058
876,African swine fever virus,Republic of the Congo,27384,18
877,African swine fever virus,Romania,27399,15
878,African swine fever virus,Russia,28297,898
879,African swine fever virus,Sao Tome and Principe,28301,4
880,African swine fever virus,Senegal,28324,23
881,African swine fever virus,Serbia,28344,20
882,African swine fever virus,South Africa,29217,873
883,African swine fever virus,South Korea,29428,211
884,African swine fever virus,Spain,30145,717
885,African swine fever virus,Tanzania,30568,423
886,African swine fever virus,Timor-Leste,30746,178
887,African swine fever virus,Togo,30748,2
888,African swine fever virus,USSR,30751,3
889,African swine fever virus,Uganda,31778,1027
890,African swine fever virus,Ukraine,32029,251
891,African swine fever virus,Viet Nam,34366,2337
892,African swine fever virus,Zaire,34541,175
893,African swine fever virus,Zambia,34947,406
894,African swine fever virus,Zimbabwe,34977,30
895,African termite bidnaparvovirus,Kenya,7,7
896,Afrovirus Urmite69,France,1,1
897,Agama adenovirus 1 REM-2013,Germany,1,1
898,Agamid adenovirus 1,Australia,4,4
899,Agamid adenovirus 1,Germany,9,5
900,Agamid adenovirus 1,Japan,11,2
901,Agamid adenovirus 1,USA,29,18
902,Agamid atadenovirus Ben,Austria,1,1
903,Agamid atadenovirus Well,Austria,1,1
904,Agapanthus carlavirus B,South Africa,6,6
905,Agapanthus tungrovirus,South Africa,40,40
906,Agapanthus velarivirus,South Africa,100,100
907,Agapanthus virus A,South Africa,6,6
908,Agaricus bisporus alphaendornavirus 1,United Kingdom,2,2
909,Agaricus bisporus mitovirus 1,United Kingdom,1,1
910,Agaricus bisporus spherical virus,Ireland,2,2
911,Agaricus bisporus spherical virus,South Korea,3,1
912,Agaricus bisporus virus 1,Poland,3,3
913,Agaricus bisporus virus 10,Ireland,2,2
914,Agaricus bisporus virus 11,Ireland,2,2
915,Agaricus bisporus virus 12,Ireland,1,1
916,Agaricus bisporus virus 13,Ireland,3,3
917,Agaricus bisporus virus 14,Ireland,1,1
918,Agaricus bisporus virus 15,Ireland,1,1
919,Agaricus bisporus virus 16,Ireland,4,4
920,Agaricus bisporus virus 2,Ireland,3,3
921,Agaricus bisporus virus 3,Ireland,3,3
922,Agaricus bisporus virus 5,Ireland,3,3
923,Agaricus bisporus virus 6,Ireland,4,4
924,Agaricus bisporus virus 6,United Kingdom,6,2
925,Agaricus bisporus virus 7,Ireland,5,5
926,Agaricus bisporus virus 8,Netherlands,3,3
927,Agaricus bisporus virus 9,Ireland,3,3
928,Agaricus bisporus virus X,Netherlands,2,2
929,Agassiz Rock virus,United Kingdom,1,1
930,Agatevirus,China,844,844
931,Agatevirus,Poland,1264,420
932,Agave badnavirus A,USA,3,3
933,Agave tequilana leaf virus,Mexico,10,10
934,Agave virus T,Mexico,3,3
935,Agave vitivirus A,USA,5,5
936,Agave-associated rhabdovirus A,Mexico,6,6
937,Ageratum Yellow vein China virus - OX1,China,12,12
938,Ageratum conyzoides associated symptomless alphasatellite,Pakistan,10,10
939,Ageratum conyzoides symptomless alphasatellite,India,5,5
940,Ageratum conyzoides symptomless alphasatellite,Pakistan,14,9
941,Ageratum enation alphasatellite,India,4,4
942,Ageratum enation alphasatellite,Pakistan,25,21
943,Ageratum enation virus,Bangladesh,7,7
944,Ageratum enation virus,China,42,35
945,Ageratum enation virus,India,259,217
946,Ageratum enation virus,Nepal,275,16
947,Ageratum enation virus,Pakistan,306,31
948,Ageratum enation virus associated DNA 1,India,1,1
949,Ageratum latent virus,Australia,11,11
950,Ageratum latent virus,New Zealand,18,7
951,Ageratum leaf curl Buea betasatellite,Cameroon,2,2
952,Ageratum leaf curl Cameroon alphasatellite,Cameroon,12,12
953,Ageratum leaf curl Cameroon betasatellite,Cameroon,12,12
954,Ageratum leaf curl Cameroon virus,Cameroon,24,24
955,Ageratum leaf curl Sichuan virus,China,18,18
956,Ageratum leaf curl betasatellite,India,13,13
957,Ageratum leaf curl virus,China,12,12
958,Ageratum leaf curl virus,India,19,7
959,Ageratum leaf curl virus,Pakistan,20,1
960,Ageratum yellow leaf curl Pakistan alphasatellite,Pakistan,6,6
961,Ageratum yellow leaf curl betasatellite,Cameroon,1,1
962,Ageratum yellow leaf curl betasatellite,India,21,20
963,Ageratum yellow leaf curl betasatellite,Pakistan,45,24
964,Ageratum yellow vein China alphasatellite,Philippines,2,2
965,Ageratum yellow vein China betasatellite,China,20,20
966,Ageratum yellow vein China betasatellite,India,21,1
967,Ageratum yellow vein China virus,China,468,468
968,Ageratum yellow vein China virus,Philippines,480,12
969,Ageratum yellow vein China virus,Thailand,486,6
970,Ageratum yellow vein China virus,Viet Nam,504,18
971,Ageratum yellow vein Hualian virus,Taiwan,30,30
972,Ageratum yellow vein India alphasatellite,India,5,5
973,Ageratum yellow vein India alphasatellite,Pakistan,27,22
974,Ageratum yellow vein India betasatellite,India,2,2
975,Ageratum yellow vein Pakistan alphasatellite,Pakistan,5,5
976,Ageratum yellow vein Singapore alphasatellite,Oman,1,1
977,Ageratum yellow vein Singapore alphasatellite,Pakistan,4,3
978,Ageratum yellow vein Singapore alphasatellite,Singapore,5,1
979,Ageratum yellow vein Sri Lanka betasatellite,Sri Lanka,2,2
980,Ageratum yellow vein Sri Lanka virus,Sri Lanka,12,12
981,Ageratum yellow vein Taiwan virus,China,5,5
982,Ageratum yellow vein Taiwan virus,Taiwan,17,12
983,Ageratum yellow vein alphasatellite,Nepal,4,4
984,Ageratum yellow vein alphasatellite,Pakistan,8,4
985,Ageratum yellow vein alphasatellite,Singapore,9,1
986,Ageratum yellow vein betasatellite,China,4,4
987,Ageratum yellow vein betasatellite,India,5,1
988,Ageratum yellow vein betasatellite,Japan,7,2
989,Ageratum yellow vein betasatellite,Malaysia,8,1
990,Ageratum yellow vein betasatellite,Singapore,10,2
991,Ageratum yellow vein virus,China,111,111
992,Ageratum yellow vein virus,Indonesia,173,62
993,Ageratum yellow vein virus,Japan,192,19
994,Ageratum yellow vein virus,Malaysia,204,12
995,Ageratum yellow vein virus,Nepal,210,6
996,Ageratum yellow vein virus,Pakistan,211,1
997,Ageratum yellow vein virus,Philippines,217,6
998,Ageratum yellow vein virus,Taiwan,242,25
999,Ageratum yellow vein virus,Thailand,333,91
1000,Ageratum yellow vein virus,USA,357,24
1001,Ageratum yellow vein virus,Viet Nam,363,6
1002,Ageyesisatellite,Oman,1,1
1003,Ageyesisatellite,Pakistan,4,3
1004,Ageyesisatellite,Singapore,5,1
1005,Aghbyvirus,Canada,92,92
1006,Aglaonema bacilliform virus,USA,6,6
1007,Agnathovirus,China,5,5
1008,Agraulis vanillae MNPV,Argentina,3,3
1009,Agricanvirus,Canada,636,636
1010,Agricanvirus,USA,5128,4492
1011,Agricanvirus,United Kingdom,5462,334
1012,Agrobacterium phage Atu_ph04,USA,48,48
1013,Agrobacterium phage Atu_ph08,USA,75,75
1014,Agrobacterium phage Milano,USA,127,127
1015,Agrobacterium phage OLIVR1,Belgium,216,216
1016,Agrobacterium phage OLIVR2,Belgium,107,107
1017,Agrobacterium phage OLIVR3,Belgium,107,107
1018,Agrobacterium phage OLIVR4,Belgium,131,131
1019,Agrobacterium phage OLIVR5,Belgium,518,518
1020,Agrobacterium phage OLIVR6,Belgium,265,265
1021,Agrobacterium virus 7-7-1,Germany,254,254
1022,Agrobacterium virus Atuph02,USA,110,110
1023,Agrobacterium virus Atuph03,USA,116,116
1024,Agrobacterium virus Atuph07,USA,1428,1428
1025,Agropyron mosaic virus,Germany,1,1
1026,Agropyron mosaic virus,USA,17,16
1027,Agrotis exclamationis nucleopolyhedrovirus,Poland,1,1
1028,Agrotis ipsilon Nora virus,China,5,5
1029,Agrotis ipsilon multiple nucleopolyhedrovirus,USA,326,326
1030,Agrotis ipsilon virus,China,7,7
1031,Agrotis ipsilon-associated genomovirus,China,2,2
1032,Agrotis segetum granulovirus,Austria,304,304
