Species,Country,Count
African horse sickness virus,Ethiopia,10
African horse sickness virus,India,2
African horse sickness virus,Kenya,34
African horse sickness virus,Mozambique,11
African horse sickness virus,Namibia,90
African horse sickness virus,Nigeria,10
African horse sickness virus,Pakistan,7
African horse sickness virus,Senegal,2
African horse sickness virus,South Africa,2195
African horse sickness virus,Spain,3
African horse sickness virus,Sudan,5
African horse sickness virus,Thailand,24
African horse sickness virus,Zimbabwe,56
African pygmy hedgehog adenovirus 1,Japan,29
African swine fever virus,Angola,16
African swine fever virus,Armenia,7
African swine fever virus,Azerbaijan,8
African swine fever virus,Belarus,4
African swine fever virus,Belgium,387
African swine fever virus,Benin,337
African swine fever virus,Botswana,5
African swine fever virus,Brazil,10
African swine fever virus,Burkina Faso,143
African swine fever virus,Burundi,162
African swine fever virus,Cameroon,207
African swine fever virus,Cape Verde,6
African swine fever virus,China,2581
African swine fever virus,Cote d'Ivoire,48
African swine fever virus,Cuba,2
African swine fever virus,Czech Republic,195
African swine fever virus,Democratic Republic of the Congo,606
African swine fever virus,Dominican Republic,5
African swine fever virus,Estonia,214
African swine fever virus,Ethiopia,33
African swine fever virus,France,237
African swine fever virus,Gambia,5
African swine fever virus,Georgia,938
African swine fever virus,Germany,188
African swine fever virus,Ghana,12
African swine fever virus,Haiti,10
African swine fever virus,Hungary,193
African swine fever virus,India,37
African swine fever virus,Indonesia,12
African swine fever virus,Iran,1
African swine fever virus,Italy,15158
African swine fever virus,Kenya,1266
African swine fever virus,Latvia,9
African swine fever virus,Lithuania,211
African swine fever virus,Madagascar,60
African swine fever virus,Malawi,301
African swine fever virus,Malaysia,8
African swine fever virus,Mali,12
African swine fever virus,Malta,7
African swine fever virus,Mauritius,19
African swine fever virus,Moldova,195
African swine fever virus,Mongolia,23
African swine fever virus,Mozambique,92
African swine fever virus,Namibia,77
African swine fever virus,Netherlands,6
African swine fever virus,Nigeria,179
African swine fever virus,Poland,2076
African swine fever virus,Portugal,1058
African swine fever virus,Republic of the Congo,18
African swine fever virus,Romania,15
African swine fever virus,Russia,898
African swine fever virus,Sao Tome and Principe,4
African swine fever virus,Senegal,23
African swine fever virus,Serbia,20
African swine fever virus,South Africa,873
African swine fever virus,South Korea,211
African swine fever virus,Spain,717
African swine fever virus,Tanzania,423
African swine fever virus,Timor-Leste,178
African swine fever virus,Togo,2
African swine fever virus,USSR,3
African swine fever virus,Uganda,1027
African swine fever virus,Ukraine,251
African swine fever virus,Viet Nam,2337
African swine fever virus,Zaire,175
African swine fever virus,Zambia,406
African swine fever virus,Zimbabwe,30
African termite bidnaparvovirus,Kenya,7
Afrovirus Urmite69,France,1
Agama adenovirus 1 REM-2013,Germany,1
Agamid adenovirus 1,Australia,4
Agamid adenovirus 1,Germany,5
Agamid adenovirus 1,Japan,2
Agamid adenovirus 1,USA,18
Agamid atadenovirus Ben,Austria,1
Agamid atadenovirus Well,Austria,1
Agapanthus carlavirus B,South Africa,6
Agapanthus tungrovirus,South Africa,40
Agapanthus velarivirus,South Africa,100
Agapanthus virus A,South Africa,6
Agaricus bisporus alphaendornavirus 1,United Kingdom,2
Agaricus bisporus mitovirus 1,United Kingdom,1
Agaricus bisporus spherical virus,Ireland,2
Agaricus bisporus spherical virus,South Korea,1
Agaricus bisporus virus 1,Poland,3
Agaricus bisporus virus 10,Ireland,2
Agaricus bisporus virus 11,Ireland,2
Agaricus bisporus virus 12,Ireland,1
Agaricus bisporus virus 13,Ireland,3
Agaricus bisporus virus 14,Ireland,1
Agaricus bisporus virus 15,Ireland,1
Agaricus bisporus virus 16,Ireland,4
Agaricus bisporus virus 2,Ireland,3
Agaricus bisporus virus 3,Ireland,3
Agaricus bisporus virus 5,Ireland,3
Agaricus bisporus virus 6,Ireland,4
Agaricus bisporus virus 6,United Kingdom,2
Agaricus bisporus virus 7,Ireland,5
Agaricus bisporus virus 8,Netherlands,3
Agaricus bisporus virus 9,Ireland,3
Agaricus bisporus virus X,Netherlands,2
Agassiz Rock virus,United Kingdom,1
Agave badnavirus A,USA,3
Agave tequilana leaf virus,Mexico,10
Agave virus T,Mexico,3
Agave vitivirus A,USA,5
Agave-associated rhabdovirus A,Mexico,6
Ageratum Yellow vein China virus - OX1,China,12
Ageratum conyzoides associated symptomless alphasatellite,Pakistan,10
Ageratum conyzoides symptomless alphasatellite,India,5
Ageratum conyzoides symptomless alphasatellite,Pakistan,9
Ageratum enation alphasatellite,India,4
Ageratum enation alphasatellite,Pakistan,21
Ageratum enation virus,Bangladesh,7
Ageratum enation virus,China,35
Ageratum enation virus,India,217
Ageratum enation virus,Nepal,16
Ageratum enation virus,Pakistan,31
Ageratum enation virus associated DNA 1,India,1
Ageratum latent virus,Australia,11
Ageratum latent virus,New Zealand,7
Ageratum leaf curl Buea betasatellite,Cameroon,2
Ageratum leaf curl Cameroon alphasatellite,Cameroon,12
Ageratum leaf curl Cameroon betasatellite,Cameroon,12
Ageratum leaf curl Cameroon virus,Cameroon,24
Ageratum leaf curl Sichuan virus,China,18
Ageratum leaf curl betasatellite,India,13
Ageratum leaf curl virus,China,12
Ageratum leaf curl virus,India,7
Ageratum leaf curl virus,Pakistan,1
Ageratum yellow leaf curl Pakistan alphasatellite,Pakistan,6
Ageratum yellow leaf curl betasatellite,Cameroon,1
Ageratum yellow leaf curl betasatellite,India,20
Ageratum yellow leaf curl betasatellite,Pakistan,24
Ageratum yellow vein China alphasatellite,Philippines,2
Ageratum yellow vein China betasatellite,China,20
Ageratum yellow vein China betasatellite,India,1
Ageratum yellow vein China virus,China,468
Ageratum yellow vein China virus,Philippines,12
Ageratum yellow vein China virus,Thailand,6
Ageratum yellow vein China virus,Viet Nam,18
Ageratum yellow vein Hualian virus,Taiwan,30
Ageratum yellow vein India alphasatellite,India,5
Ageratum yellow vein India alphasatellite,Pakistan,22
Ageratum yellow vein India betasatellite,India,2
Ageratum yellow vein Pakistan alphasatellite,Pakistan,5
Ageratum yellow vein Singapore alphasatellite,Oman,1
Ageratum yellow vein Singapore alphasatellite,Pakistan,3
Ageratum yellow vein Singapore alphasatellite,Singapore,1
Ageratum yellow vein Sri Lanka betasatellite,Sri Lanka,2
Ageratum yellow vein Sri Lanka virus,Sri Lanka,12
Ageratum yellow vein Taiwan virus,China,5
Ageratum yellow vein Taiwan virus,Taiwan,12
Ageratum yellow vein alphasatellite,Nepal,4
Ageratum yellow vein alphasatellite,Pakistan,4
Ageratum yellow vein alphasatellite,Singapore,1
Ageratum yellow vein betasatellite,China,4
Ageratum yellow vein betasatellite,India,1
Ageratum yellow vein betasatellite,Japan,2
Ageratum yellow vein betasatellite,Malaysia,1
Ageratum yellow vein betasatellite,Singapore,2
Ageratum yellow vein virus,China,111
Ageratum yellow vein virus,Indonesia,62
Ageratum yellow vein virus,Japan,19
Ageratum yellow vein virus,Malaysia,12
Ageratum yellow vein virus,Nepal,6
Ageratum yellow vein virus,Pakistan,1
Ageratum yellow vein virus,Philippines,6
Ageratum yellow vein virus,Taiwan,25
Ageratum yellow vein virus,Thailand,91
Ageratum yellow vein virus,USA,24
Ageratum yellow vein virus,Viet Nam,6
Aglaonema bacilliform virus,USA,6
Agraulis vanillae MNPV,Argentina,3
Agrobacterium phage Atu_ph04,USA,48
Agrobacterium phage Atu_ph08,USA,75
Agrobacterium phage Milano,USA,127
Agrobacterium phage OLIVR1,Belgium,216
Agrobacterium phage OLIVR2,Belgium,107
Agrobacterium phage OLIVR3,Belgium,107
Agrobacterium phage OLIVR4,Belgium,131
Agrobacterium phage OLIVR5,Belgium,518
Agrobacterium phage OLIVR6,Belgium,265
Agrobacterium virus 7-7-1,Germany,254
Agrobacterium virus Atuph02,USA,110
Agrobacterium virus Atuph03,USA,116
Agrobacterium virus Atuph07,USA,1428
Agropyron mosaic virus,Germany,1
Agropyron mosaic virus,USA,16
Agrotis exclamationis nucleopolyhedrovirus,Poland,1
Agrotis ipsilon Nora virus,China,5
Agrotis ipsilon multiple nucleopolyhedrovirus,USA,326
Agrotis ipsilon virus,China,7
Agrotis ipsilon-associated genomovirus,China,2
Agrotis segetum granulovirus,Austria,304
Agrotis segetum granulovirus,China,149
Agrotis segetum nucleopolyhedrovirus A,Poland,3
Agrotis segetum nucleopolyhedrovirus A,United Kingdom,2
Agrotis segetum nucleopolyhedrovirus B,United Kingdom,300
Agua Salud alphavirus,Panama,4
Agua Salud negevirus,Panama,3
Aguacate phlebovirus,Colombia,4
Ahus virus,Sweden,2
Aichivirus A,Australia,33
Aichivirus A,Bangladesh,11
Aichivirus A,Brazil,18
Aichivirus A,Burkina Faso,4
Aichivirus A,China,122
Aichivirus A,Ethiopia,4
Aichivirus A,France,23
Aichivirus A,Gabon,3
Aichivirus A,Germany,10
Aichivirus A,Hong Kong,6
Aichivirus A,Hungary,8
Aichivirus A,India,32
Aichivirus A,Iran,1
Aichivirus A,Italy,11
Aichivirus A,Japan,346
Aichivirus A,Nepal,16
Aichivirus A,Netherlands,271
Aichivirus A,Nigeria,1
Aichivirus A,Pakistan,5
Aichivirus A,Senegal,26
Aichivirus A,South Africa,6
Aichivirus A,South Korea,104
Aichivirus A,Spain,41
Aichivirus A,Sweden,4
Aichivirus A,Taiwan,1
Aichivirus A,Tanzania,9
Aichivirus A,Thailand,60
Aichivirus A,Tunisia,90
Aichivirus A,USA,72
Aichivirus A,United Kingdom,1
Aichivirus A,Venezuela,5
Aichivirus A,Viet Nam,8
Aichivirus B,Brazil,28
Aichivirus B,Canada,1
Aichivirus B,China,119
Aichivirus B,Egypt,17
Aichivirus B,Hungary,1
Aichivirus B,Iran,3
Aichivirus B,Italy,23
Aichivirus B,Japan,12
Aichivirus B,Netherlands,2
Aichivirus B,South Korea,45
Aichivirus B,Thailand,6
Aichivirus B,Turkey,14
Aichivirus B,USA,1
Aichivirus B,United Kingdom,102
Aichivirus B,Uruguay,13
Aichivirus C,Belgium,11
Aichivirus C,Brazil,20
Aichivirus C,Canada,97
Aichivirus C,China,429
Aichivirus C,Czech Republic,8
Aichivirus C,Germany,2
Aichivirus C,Hungary,5
Aichivirus C,India,46
Aichivirus C,Italy,22
Aichivirus C,Japan,83
Aichivirus C,Kenya,5
Aichivirus C,Mexico,1
Aichivirus C,Netherlands,2
Aichivirus C,Serbia,5
Aichivirus C,Slovakia,20
Aichivirus C,South Korea,183
Aichivirus C,Spain,24
Aichivirus C,Thailand,94
Aichivirus C,USA,47
Aichivirus C,United Kingdom,1
Aichivirus C,Viet Nam,184
Aichivirus D,Italy,2
Aichivirus D,Japan,13
Aichivirus E,Germany,13
Aichivirus E,Hungary,3
Aichivirus F,China,2
Aids-associated retrovirus,France,21
Ailurivirus A,China,4
Ailurivirus C,China,5
Ailurivirus D,China,4
Ailuropoda melanoleuca papillomavirus 5,China,7
Ailuropoda melanoleuca polyomavirus 1,China,11
Ailurus fulgens astrovirus 1,China,3
Ailurus fulgens astrovirus 2,China,3
Aino orthobunyavirus,Australia,28
Aino orthobunyavirus,Japan,89
Aino orthobunyavirus,South Korea,1
Aino orthobunyavirus,Taiwan,31
Air potato ampelovirus 1,USA,14
Akabane orthobunyavirus,Australia,133
Akabane orthobunyavirus,China,46
Akabane orthobunyavirus,Indonesia,3
Akabane orthobunyavirus,Israel,44
Akabane orthobunyavirus,Japan,212
Akabane orthobunyavirus,Kenya,2
Akabane orthobunyavirus,Nigeria,4
Akabane orthobunyavirus,South Korea,22
Akabane orthobunyavirus,Taiwan,52
Akabane orthobunyavirus,Turkey,30
Akhmeta virus,Georgia,1518
Akhtuba virus,Russia,3
Akodon montensis polyomavirus,Brazil,10
Aksy-Durug Melophagus sigmavirus,Russia,25
Alagoas vesiculovirus,Brazil,49
Alajuela orthobunyavirus,Ecuador,4
Alajuela orthobunyavirus,Panama,8
Alaskapox virus,USA,206
Albatrellopsis flettii mitovirus 1,Turkey,1
Albatrosspox virus,New Zealand,336
Alber virus,Lebanon,1
Albuca mosaic virus,Namibia,10
Alcaligenes phage Piluca,USA,49
Alcea rosea virus 1,China,9
Alcelaphine gammaherpesvirus 1,Kenya,145
Alcelaphine gammaherpesvirus 1,Tanzania,6
Alcelaphine gammaherpesvirus 1,USA,18
Alcelaphine gammaherpesvirus 1,United Kingdom,1
Alcelaphine gammaherpesvirus 2,USA,140
Alces alces faeces associated circular virus MP65,USA,4
Alces alces faeces associated genomovirus MP146,USA,2
Alces alces faeces associated microvirus MP10 5560,USA,12
Alces alces faeces associated microvirus MP11 5517,USA,12
Alces alces faeces associated microvirus MP12 5423,USA,12
Alces alces faeces associated microvirus MP15 5067,USA,8
Alces alces faeces associated microvirus MP18 4940,USA,8
Alces alces faeces associated microvirus MP21 4718,USA,6
Alces alces faeces associated microvirus MP3 6497,USA,6
Alcube phlebovirus,Portugal,8
Aldhiuvirus defluviicola,USA,3
Alefpapillomavirus 1,Spain,18
Alehndavirus ruminicola,USA,3
Alehxovirus agradaptatum,USA,3
Alehxovirus agrenecus,USA,3
Alehxovirus agricola,USA,3
Alehxovirus agrihabitans,USA,3
Alehxovirus asiohabitans,USA,3
Alehxovirus asiovicinum,USA,3
Alehxovirus asiovivens,USA,3
Alehxovirus borboradaptatum,Japan,3
Alehxovirus humivicinum,USA,3
Alehxovirus humivivens,USA,3
Alenquer phlebovirus,Brazil,9
Alethinophid 2 reptarenavirus,Germany,22
Alethinophid 2 reptarenavirus,Switzerland,6
Alethinophid 3 reptarenavirus,Malaysia,8
Alexandroupolis virga-like virus,Greece,4
Alfalfa associated nucleorhabdovirus,Austria,14
Alfalfa cytorhabdovirus 1,USA,1
Alfalfa cytorhabdovirus 2,USA,1
Alfalfa deltaparitivirus,USA,1
Alfalfa dwarf cytorhabdovirus,Argentina,28
Alfalfa dwarf cytorhabdovirus,China,10
Alfalfa enamovirus 1,Argentina,25
Alfalfa enamovirus 1,Sudan,6
Alfalfa leaf curl virus,Argentina,245
Alfalfa leaf curl virus,China,72
Alfalfa leaf curl virus,France,226
Alfalfa leaf curl virus,Greece,21
Alfalfa leaf curl virus,Iran,109
Alfalfa leaf curl virus,Italy,49
Alfalfa leaf curl virus,Jordan,28
Alfalfa leaf curl virus,Lebanon,21
Alfalfa leaf curl virus,Spain,77
Alfalfa leaf curl virus,Syria,28
Alfalfa leaf curl virus,Tunisia,42
Alfalfa mosaic virus,Argentina,4
Alfalfa mosaic virus,Australia,28
Alfalfa mosaic virus,Bosnia and Herzegovina,1
Alfalfa mosaic virus,Brazil,2
Alfalfa mosaic virus,Canada,20
Alfalfa mosaic virus,Chile,1
Alfalfa mosaic virus,China,66
Alfalfa mosaic virus,Croatia,3
Alfalfa mosaic virus,Czech Republic,4
Alfalfa mosaic virus,Ecuador,1
Alfalfa mosaic virus,Egypt,22
Alfalfa mosaic virus,France,3
Alfalfa mosaic virus,Germany,4
Alfalfa mosaic virus,Hungary,1
Alfalfa mosaic virus,India,2
Alfalfa mosaic virus,Iran,101
Alfalfa mosaic virus,Italy,11
Alfalfa mosaic virus,Japan,1
Alfalfa mosaic virus,Macedonia,1
Alfalfa mosaic virus,Mexico,3
Alfalfa mosaic virus,New Zealand,6
Alfalfa mosaic virus,Russia,2
Alfalfa mosaic virus,Saudi Arabia,53
Alfalfa mosaic virus,Serbia,13
Alfalfa mosaic virus,South Korea,4
Alfalfa mosaic virus,Spain,247
Alfalfa mosaic virus,Turkey,16
Alfalfa mosaic virus,USA,62
Alfalfa mosaic virus,United Kingdom,4
Alfalfa nucleorhabdovirus 1,USA,1
Alfalfa ringspot-associated virus,Australia,2
Alfalfa toti-like virus 1,USA,1
Alfalfa virus F,France,2
Alfalfa virus S,China,6
Alfalfa virus S,Sudan,12
Alfalfa virus S,USA,6
Alfalfa-associated picorna-like virus 1,USA,2
Algerian watermelon mosaic virus,Algeria,13
Alhagi bacilliform virus,China,5
Alkalimonas phage phiMOD2.32-OM,USA,1
Alkalimonas phage phiMOD3.20-OM,USA,1
Alkalimonas phage phiMOL1.4-NB,USA,1
Alkalimonas phage phiMOL1.4-ST,USA,1
Alkalimonas phage phiMOM3.2-OM,USA,1
Alkalimonas phage phiMOM3.3-MOD2,USA,1
Allamanda leaf curl virus,China,12
Allamanda leaf mottle distortion virus,India,16
Allamanda mosaic virus,Taiwan,3
Allermuir Hill virus 1,United Kingdom,3
Allermuir Hill virus 2,United Kingdom,2
Allermuir Hill virus 3,United Kingdom,2
Allexivirus DS-2013/CZE,Czech Republic,2
Allium carlavirus A,China,6
Allium polerovirus A,China,5
Allium virus X,Netherlands,10
Allomyrina virus,South Korea,3
Alloteropsis cryptic virus 1,South Africa,2
Alloteropsis cryptic virus 1,United Kingdom,1
Alloteropsis cryptic virus 2,South Africa,3
Allpahuayo mammarenavirus,Peru,10
Almazovo tick virus,Russia,1
Almond luteovirus 1,Turkey,4
Almpiwar sripuvirus,Australia,49
Alohrdovirus borborenecus,USA,3
Alongshan virus,China,51
Alongshan virus,Finland,12
Alongshan virus,Russia,88
Alouatta caraya papillomavirus,Argentina,1
Alouatta macconnelli cytomegalovirus,French Guiana,1
Alouatta palliata cytomegalovirus,Mexico,1
Alouatta seniculus cytomegalovirus,Colombia,2
Alpaca adenovirus CA/2007,USA,1
Alpaca adenovirus GBR/3387_02,United Kingdom,1
Alpaca coronavirus,Peru,23
Alpaca coronavirus CA08-1/2008,USA,1
Alphaarterivirus equid,Argentina,13
Alphaarterivirus equid,Austria,15
Alphaarterivirus equid,Belgium,1
Alphaarterivirus equid,Canada,49
Alphaarterivirus equid,Chile,13
Alphaarterivirus equid,China,1
Alphaarterivirus equid,France,157
Alphaarterivirus equid,Hungary,35
Alphaarterivirus equid,Iran,1
Alphaarterivirus equid,Italy,56
Alphaarterivirus equid,Netherlands,28
Alphaarterivirus equid,Norway,1
Alphaarterivirus equid,Poland,246
Alphaarterivirus equid,Saudi Arabia,1
Alphaarterivirus equid,Serbia,10
Alphaarterivirus equid,Slovenia,29
Alphaarterivirus equid,South Africa,8
Alphaarterivirus equid,Sweden,84
Alphaarterivirus equid,Switzerland,20
Alphaarterivirus equid,Turkey,1
Alphaarterivirus equid,USA,1118
Alphaarterivirus equid,United Kingdom,44
Alphacoronavirus 1,Australia,9
Alphacoronavirus 1,Belgium,122
Alphacoronavirus 1,Brazil,513
Alphacoronavirus 1,China,1051
Alphacoronavirus 1,Colombia,19
Alphacoronavirus 1,Denmark,22
Alphacoronavirus 1,France,63
Alphacoronavirus 1,Germany,216
Alphacoronavirus 1,Greece,80
Alphacoronavirus 1,Haiti,11
Alphacoronavirus 1,Hungary,18
Alphacoronavirus 1,India,6
Alphacoronavirus 1,Indonesia,1
Alphacoronavirus 1,Ireland,2
Alphacoronavirus 1,Italy,291
Alphacoronavirus 1,Japan,208
Alphacoronavirus 1,Lebanon,36
Alphacoronavirus 1,Malaysia,24
Alphacoronavirus 1,Mexico,9
Alphacoronavirus 1,Nepal,1
Alphacoronavirus 1,Netherlands,588
Alphacoronavirus 1,Pakistan,2
Alphacoronavirus 1,Portugal,58
Alphacoronavirus 1,Romania,5
Alphacoronavirus 1,Russia,1
Alphacoronavirus 1,Saint Kitts and Nevis,4
Alphacoronavirus 1,South Korea,72
Alphacoronavirus 1,Spain,14
Alphacoronavirus 1,Sweden,23
Alphacoronavirus 1,Switzerland,808
Alphacoronavirus 1,Taiwan,193
Alphacoronavirus 1,Tanzania,102
Alphacoronavirus 1,Thailand,126
Alphacoronavirus 1,Turkey,55
Alphacoronavirus 1,USA,726
Alphacoronavirus 1,United Kingdom,282
Alphacoronavirus 1,Viet Nam,9
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Italy,6
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Italy,6
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Italy,12
Alphacoronavirus BtCoV/GrNC1/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC2/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC3/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC4/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC5/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC6/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC7/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/GrNC8/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,South Africa,1
Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,South Africa,1
Alphacoronavirus BtCoV/Miniopterus/UP6369/LP/RSA/2016,South Africa,1
Alphacoronavirus BtCoV/NCL_MCO1/Mop_con/RSA/2012,South Africa,1
Alphacoronavirus BtCoV/Rhinolophus/UP6043/LP/RSA/2015,South Africa,1
Alphacoronavirus BtCoV/VH_NC2/Neo_cap/RSA/2012,South Africa,1
Alphacoronavirus Eptesicus fuscus,USA,2
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,USA,1
Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,USA,1
Alphacoronavirus H.sav/L/Spain/2007,Spain,1
Alphacoronavirus HCQD-2020,South Korea,7
Alphacoronavirus L232,France,1
Alphacoronavirus M.bly/B/Spain/2004,Spain,1
Alphacoronavirus M.dau/H/Spain/2007,Spain,1
Alphacoronavirus M.myo/I/Spain/2007,Spain,1
Alphacoronavirus M.sch/A/Spain/2004,Spain,1
Alphacoronavirus Mink/China/1/2016,China,9
Alphacoronavirus Myotis/13rs384_31/Italy/2012,Italy,1
Alphacoronavirus N.las/C/Spain/2007,Spain,1
Alphacoronavirus N.las/D/Spain/2007,Spain,1
Alphacoronavirus N.las/E/Spain/2007,Spain,1
Alphacoronavirus N.las/F/Spain/2007,Spain,1
Alphacoronavirus N.las/G/Spain/2007,Spain,1
