,Taxonomy,Collection_Date,Cumulative_Count,Count
692,African swine fever virus,1954.0,198,1
693,Orbivirus,1954.0,239,36
694,Tick-borne encephalitis virus,1954.0,23,2
695,Yellow fever virus,1954.0,5,1
696,Peribunyaviridae,1954.0,101,50
697,Morbillivirus,1954.0,95,15
698,Turlock orthobunyavirus,1954.0,4,4
699,Measles morbillivirus,1954.0,4,1
700,Influenza C virus,1954.0,21,9
701,Wanowrie virus,1954.0,3,3
702,Phenuiviridae,1954.0,27,8
703,Reoviridae,1954.0,239,36
704,Human mastadenovirus A,1954.0,35,35
705,Flaviviridae,1954.0,87,3
706,Orthobunyavirus,1954.0,94,47
707,Bhanja bandavirus,1954.0,8,8
708,Gammainfluenzavirus,1954.0,21,9
709,Nairoviridae,1954.0,19,2
710,Mayaro virus,1954.0,2,2
711,Coronaviridae,1954.0,62,12
712,Rhabdoviridae,1954.0,76,1
713,Asfarviridae,1954.0,198,1
714,Togaviridae,1954.0,59,3
715,Nairobi sheep disease orthonairovirus,1954.0,2,2
716,Rinderpest morbillivirus,1954.0,91,14
717,Asfivirus,1954.0,198,1
718,Lumpy skin disease virus,1954.0,160,160
719,Paramyxoviridae,1954.0,142,18
720,Marituba orthobunyavirus,1954.0,20,20
721,Leporipoxvirus,1954.0,1513,338
722,Poxviridae,1954.0,2577,498
723,Adenoviridae,1954.0,186,35
724,Orthonairovirus,1954.0,19,2
725,Alphainfluenzavirus,1954.0,1233,45
726,Mumps orthorubulavirus,1954.0,4,3
727,Orthorubulavirus,1954.0,4,3
728,Chenuda virus,1954.0,24,24
729,Orthomyxoviridae,1954.0,1265,54
730,Mastadenovirus,1954.0,148,35
731,Oriboca orthobunyavirus,1954.0,20,20
732,Bandavirus,1954.0,8,8
733,All Species,1954.0,5995,724
734,Manzanilla orthobunyavirus,1954.0,3,3
735,Avian coronavirus,1954.0,34,12
736,Myxoma virus,1954.0,1513,338
737,Wad Medani virus,1954.0,36,12
738,Rabies lyssavirus,1954.0,43,1
739,Alphavirus,1954.0,59,3
740,Influenza A virus,1954.0,1233,45
741,Flavivirus,1954.0,79,3
742,Rift Valley fever phlebovirus,1955.0,46,27
743,Marituba orthobunyavirus,1955.0,36,16
744,Wyeomyia orthobunyavirus,1955.0,15,6
745,Poxviridae,1955.0,2915,338
746,Phlebovirus,1955.0,46,27
747,Sindbis virus,1955.0,9,1
748,Podoviridae,1955.0,174,174
749,Secoviridae,1955.0,16,2
750,Flaviviridae,1955.0,104,17
751,Bluetongue virus,1955.0,149,20
752,Peribunyaviridae,1955.0,202,101
753,Triniti orthobunyavirus,1955.0,3,3
754,Guama orthobunyavirus,1955.0,6,6
755,Brucella virus Tb,1955.0,174,174
756,Oropouche orthobunyavirus,1955.0,4,4
757,Human mastadenovirus D,1955.0,276,276
758,Togaviridae,1955.0,78,19
759,Avian orthoavulavirus 1,1955.0,44,1
760,Leporipoxvirus,1955.0,1851,338
761,Spondweni virus,1955.0,2,1
762,Wesselsbron virus,1955.0,6,6
763,West Nile virus,1955.0,5,2
764,Madariaga virus,1955.0,6,2
765,Mastadenovirus,1955.0,498,350
766,All Species,1955.0,7096,1101
767,Kairi orthobunyavirus,1955.0,4,4
768,Hapavirus,1955.0,45,22
769,Hart Park hapavirus,1955.0,29,22
770,Alphavirus,1955.0,78,19
771,Saint Louis encephalitis virus,1955.0,6,3
772,Myxoma virus,1955.0,1851,338
773,Rhabdoviridae,1955.0,106,30
774,Epizootic hemorrhagic disease virus,1955.0,20,20
775,Picornaviridae,1955.0,33,2
776,Orbivirus,1955.0,279,40
777,Getah virus,1955.0,7,7
778,Tomato black ring virus,1955.0,2,2
779,Japanese encephalitis virus,1955.0,23,2
780,Turlock orthobunyavirus,1955.0,13,9
781,Anopheles A orthobunyavirus,1955.0,12,6
782,Reoviridae,1955.0,279,40
783,Simian adenovirus 2,1955.0,37,37
784,Batai orthobunyavirus,1955.0,7,7
785,Foot-and-mouth disease virus,1955.0,22,2
786,Mayaro virus,1955.0,11,9
787,Aruac virus,1955.0,8,8
788,Omsk hemorrhagic fever virus,1955.0,2,1
789,Orthoavulavirus,1955.0,44,1
790,Perisivirus,1955.0,174,174
791,Adenoviridae,1955.0,536,350
792,Nepovirus,1955.0,2,2
793,Phenuiviridae,1955.0,54,27
794,Yellow fever virus,1955.0,7,2
795,Human mastadenovirus B,1955.0,37,37
796,Bwamba orthobunyavirus,1955.0,16,6
797,Aphthovirus,1955.0,22,2
798,Flavivirus,1955.0,96,17
799,Bimiti orthobunyavirus,1955.0,6,6
800,Paramyxoviridae,1955.0,143,1
801,Tacaiuma orthobunyavirus,1955.0,6,6
802,Catu orthobunyavirus,1955.0,6,6
803,Melao orthobunyavirus,1955.0,8,8
804,Orthobunyavirus,1955.0,195,101
805,Apeu orthobunyavirus,1955.0,8,8
806,Nairobi sheep disease orthonairovirus,1956.0,4,2
807,Rift Valley fever phlebovirus,1956.0,51,5
808,Capripoxvirus,1956.0,189,1
809,Coronaviridae,1956.0,76,14
810,Human orthopneumovirus,1956.0,14,14
811,Gammacoronavirus,1956.0,48,14
812,Bovine alphaherpesvirus 1,1956.0,76,76
813,Beet ringspot virus,1956.0,2,2
814,Bakau orthobunyavirus,1956.0,8,8
815,Cytomegalovirus,1956.0,316,316
816,Flaviviridae,1956.0,120,16
817,Rabies lyssavirus,1956.0,64,21
818,Lyssavirus,1956.0,81,33
819,Cache Valley orthobunyavirus,1956.0,8,8
820,Caraparu orthobunyavirus,1956.0,20,20
821,Metaavulavirus,1956.0,14,14
822,Alphavirus,1956.0,96,18
823,Sindbis virus,1956.0,10,1
824,Myxoma virus,1956.0,2020,169
825,Orthopneumovirus,1956.0,14,14
826,Getah virus,1956.0,9,2
827,Orbivirus,1956.0,321,42
828,Simian adenovirus 2,1956.0,41,4
829,Lebombo virus,1956.0,22,22
830,Ledantevirus,1956.0,13,13
831,Avian metaavulavirus 2,1956.0,14,14
832,Pneumoviridae,1956.0,15,14
833,Varicellovirus,1956.0,77,76
834,Alphabaculovirus,1956.0,264,264
835,Nairoviridae,1956.0,28,9
836,Orthobunyavirus,1956.0,250,55
837,Reoviridae,1956.0,321,42
838,Nepovirus,1956.0,4,2
839,Phenuiviridae,1956.0,59,5
840,Turlock orthobunyavirus,1956.0,20,7
841,Guaroa orthobunyavirus,1956.0,4,4
842,Navarro virus,1956.0,1,1
843,Japanese encephalitis virus,1956.0,26,3
844,Crimean-Congo hemorrhagic fever orthonairovirus,1956.0,7,7
845,Langat virus,1956.0,1,1
846,Tacaribe mammarenavirus,1956.0,4,4
847,Mammarenavirus,1956.0,16,4
848,Togaviridae,1956.0,96,18
849,Murray Valley encephalitis virus,1956.0,2,2
850,Human mastadenovirus D,1956.0,468,192
851,Human betaherpesvirus 5,1956.0,316,316
852,Influenza A virus,1956.0,1383,150
853,Rio Bravo virus,1956.0,1,1
854,Madariaga virus,1956.0,19,13
855,Ephemerovirus,1956.0,1,1
856,Adenoviridae,1956.0,732,196
857,Phlebovirus,1956.0,51,5
858,Bovine fever ephemerovirus,1956.0,1,1
859,Avian coronavirus,1956.0,48,14
860,Goatpox virus,1956.0,29,1
861,Dengue virus,1956.0,19,9
862,Madrid orthobunyavirus,1956.0,8,8
863,Chikungunya virus,1956.0,4,2
864,Secoviridae,1956.0,18,2
865,Baculoviridae,1956.0,264,264
866,Vibrio phage vB_VchM-138,1956.0,134,134
867,Herpesviridae,1956.0,608,392
868,Bluetongue virus,1956.0,169,20
869,Orthonairovirus,1956.0,28,9
870,Myoviridae,1956.0,526,134
871,Arenaviridae,1956.0,16,4
872,Leporipoxvirus,1956.0,2020,169
873,Lagos bat lyssavirus,1956.0,12,12
874,Flavivirus,1956.0,112,16
875,All Species,1956.0,8643,1547
876,Mastadenovirus,1956.0,694,196
877,Alphainfluenzavirus,1956.0,1383,150
878,Rhabdoviridae,1956.0,154,48
879,Kern Canyon ledantevirus,1956.0,13,13
880,Orthomyxoviridae,1956.0,1415,150
881,Peribunyaviridae,1956.0,257,55
882,Spodoptera littoralis nucleopolyhedrovirus,1956.0,264,264
883,Poxviridae,1956.0,3085,170
884,Paramyxoviridae,1956.0,157,14
885,Wesselsbron virus,1957.0,15,9
886,Marituba orthobunyavirus,1957.0,40,4
887,Teschovirus A,1957.0,1,1
888,Lyssavirus,1957.0,82,1
889,Adenoviridae,1957.0,810,78
890,Bertioga orthobunyavirus,1957.0,6,6
891,Human mastadenovirus B,1957.0,75,38
892,Rhabdoviridae,1957.0,155,1
893,Phenuiviridae,1957.0,72,13
894,Turlock orthobunyavirus,1957.0,25,5
895,Simian adenovirus 17,1957.0,36,36
896,Mastadenovirus,1957.0,772,78
897,Mardivirus,1957.0,77,77
898,Staphylococcus phage 812,1957.0,659,659
899,Batai orthobunyavirus,1957.0,15,8
900,Potyvirus,1957.0,7,1
901,Maguari orthobunyavirus,1957.0,14,14
902,Kayvirus,1957.0,659,659
903,Tick-borne encephalitis virus,1957.0,25,2
904,Human betaherpesvirus 5,1957.0,475,159
905,Respirovirus,1957.0,6,6
906,Alphavirus,1957.0,104,8
907,Kairi orthobunyavirus,1957.0,12,8
908,All Species,1957.0,10071,1428
909,Flavivirus,1957.0,133,21
910,Influenza A virus,1957.0,1698,315
911,Anatid alphaherpesvirus 1,1957.0,77,77
912,Teschovirus,1957.0,1,1
913,Orthomyxoviridae,1957.0,1730,315
914,Aphthovirus,1957.0,24,2
915,Rabies lyssavirus,1957.0,65,1
916,Potato virus Y,1957.0,7,1
917,Human respirovirus 1,1957.0,6,6
918,Potyviridae,1957.0,7,1
919,Dengue virus,1957.0,20,1
920,Mumps orthorubulavirus,1957.0,7,3
921,Cytomegalovirus,1957.0,476,160
922,West Nile virus,1957.0,8,3
923,Picornaviridae,1957.0,49,16
924,Partitiviridae,1957.0,1,1
925,Alphainfluenzavirus,1957.0,1698,315
926,Nepovirus,1957.0,6,2
927,Enterovirus,1957.0,15,6
928,Orthobunyavirus,1957.0,295,45
929,Kaisodi uukuvirus,1957.0,13,13
930,Paramyxoviridae,1957.0,166,9
931,Sobemovirus,1957.0,12,12
932,Enterovirus B,1957.0,7,6
933,Ilheus virus,1957.0,1,1
934,Foot-and-mouth disease virus,1957.0,24,2
935,Secoviridae,1957.0,20,2
936,Uukuvirus,1957.0,13,13
937,Hepatovirus A,1957.0,7,7
938,Turnip rosette virus,1957.0,12,12
939,Simian mastadenovirus A,1957.0,4,4
940,Hepatovirus,1957.0,7,7
941,Flaviviridae,1957.0,141,21
942,Middelburg virus,1957.0,2,2
943,Kyasanur Forest disease virus,1957.0,5,5
944,African swine fever virus,1957.0,208,10
945,Herelleviridae,1957.0,659,659
946,Asfivirus,1957.0,208,10
947,Heterobasidion partitivirus 14,1957.0,1,1
948,Herpesviridae,1957.0,845,237
949,Peribunyaviridae,1957.0,302,45
950,Togaviridae,1957.0,104,8
951,Tomato black ring virus,1957.0,4,2
952,Orthorubulavirus,1957.0,7,3
953,Cercopithecine betaherpesvirus 5,1957.0,1,1
954,Asfarviridae,1957.0,208,10
955,Solemoviridae,1957.0,12,12
956,Mayaro virus,1957.0,17,6
957,Pacora virus,1958.0,4,4
958,Rotavirus,1958.0,37,37
959,Hapavirus,1958.0,74,29
960,Enterovirus,1958.0,16,1
961,Spondweni virus,1958.0,11,9
962,Orthobunyavirus,1958.0,331,36
963,Witwatersrand orthobunyavirus,1958.0,8,8
964,Orbivirus,1958.0,365,44
965,Alphavirus,1958.0,110,6
966,Partitiviridae,1958.0,3,2
967,Alphainfluenzavirus,1958.0,1774,76
968,Flaviviridae,1958.0,171,30
969,Apple stem grooving virus,1958.0,4,4
970,Pestivirus C,1958.0,5,3
971,Cucurbitaria piceae virus 1,1958.0,2,2
972,Potyviridae,1958.0,8,1
973,Picornaviridae,1958.0,52,3
974,Foot-and-mouth disease virus,1958.0,26,2
975,Tahyna orthobunyavirus,1958.0,11,11
976,Influenza A virus,1958.0,1774,76
977,Orthomyxoviridae,1958.0,1806,76
978,Peribunyaviridae,1958.0,342,40
979,Paramyxoviridae,1958.0,182,16
980,Rhabdoviridae,1958.0,184,29
981,Betaflexiviridae,1958.0,4,4
982,Human mastadenovirus B,1958.0,116,41
983,Gammaretrovirus,1958.0,20,1
984,Orthorubulavirus,1958.0,9,2
985,Herpesviridae,1958.0,915,70
986,Mastadenovirus,1958.0,1051,279
987,Orthonairovirus,1958.0,31,3
988,Bluetongue virus,1958.0,213,44
989,Chikungunya virus,1958.0,8,4
990,Adenoviridae,1958.0,1089,279
991,All Species,1958.0,10857,786
992,La Joya hapavirus,1958.0,29,29
993,Kedougou virus,1958.0,1,1
994,West Nile virus,1958.0,12,4
995,Mumps orthorubulavirus,1958.0,9,2
996,Rinderpest morbillivirus,1958.0,105,14
997,Retroviridae,1958.0,163,1
998,Human mastadenovirus G,1958.0,36,36
999,Madariaga virus,1958.0,21,2
1000,Simian mastadenovirus A,1958.0,16,12
1001,Potato virus Y,1958.0,8,1
1002,Flavivirus,1958.0,160,27
1003,Aphthovirus,1958.0,26,2
1004,Reticuloendotheliosis virus,1958.0,1,1
1005,Simian mastadenovirus D,1958.0,68,68
1006,Tick-borne encephalitis virus,1958.0,33,8
1007,Pestivirus,1958.0,5,3
1008,Crimean-Congo hemorrhagic fever orthonairovirus,1958.0,10,3
1009,Togaviridae,1958.0,110,6
1010,Reoviridae,1958.0,402,81
1011,Nairoviridae,1958.0,31,3
1012,Simian adenovirus 8,1958.0,72,72
1013,Japanese encephalitis virus,1958.0,29,3
1014,Varicellovirus,1958.0,147,70
1015,Clostridium phage D-1873,1958.0,145,145
1016,Rotavirus A,1958.0,37,37
1017,San Angelo orthobunyavirus,1958.0,8,8
1018,Capillovirus,1958.0,4,4
1019,Bovine alphaherpesvirus 1,1958.0,146,70
1020,Simian adenovirus 12,1958.0,5,5
1021,Morbillivirus,1958.0,109,14
1022,Powassan virus,1958.0,1,1
1023,Potyvirus,1958.0,8,1
1024,Enterovirus A,1958.0,4,1
1025,Simian adenovirus 5,1958.0,5,5
1026,Capim orthobunyavirus,1958.0,9,9
1027,Human mastadenovirus D,1958.0,508,40
1028,Betapartitivirus,1958.0,2,2
1029,Kyasanur Forest disease virus,1958.0,6,1
1030,Sindbis virus,1959.0,13,3
1031,Flavivirus,1959.0,176,16
1032,African swine fever virus,1959.0,228,20
1033,Phlebovirus,1959.0,63,12
1034,Eastern equine encephalitis virus,1959.0,18,2
1035,Israel turkey meningoencephalomyelitis virus,1959.0,1,1
1036,Foot-and-mouth disease virus,1959.0,31,5
1037,All Species,1959.0,11490,633
1038,Madariaga virus,1959.0,23,2
1039,Cauliflower mosaic virus,1959.0,8,1
1040,Flaviviridae,1959.0,187,16
1041,Ingwavuma orthobunyavirus,1959.0,6,6
1042,Influenza A virus,1959.0,1837,63
1043,Karimabad phlebovirus,1959.0,4,4
1044,Orthomyxoviridae,1959.0,1869,63
1045,Human mastadenovirus D,1959.0,624,116
1046,Usutu virus,1959.0,2,2
1047,Mossuril hapavirus,1959.0,22,22
1048,Akabane orthobunyavirus,1959.0,5,5
1049,Reoviridae,1959.0,520,118
1050,Bushbush orthobunyavirus,1959.0,6,3
1051,Snowshoe hare orthobunyavirus,1959.0,8,8
1052,Enterovirus C,1959.0,6,1
1053,Ndumu virus,1959.0,4,4
1054,Aphthovirus,1959.0,31,5
1055,African horse sickness virus,1959.0,54,4
1056,Hapavirus,1959.0,96,22
1057,Peribunyaviridae,1959.0,402,60
1058,Avian orthoavulavirus 1,1959.0,50,6
1059,Orungo virus,1959.0,22,22
1060,Narnaviridae,1959.0,6,6
1061,Spondweni virus,1959.0,15,4
1062,Paramyxoviridae,1959.0,188,6
1063,Chikungunya virus,1959.0,11,3
1064,Kyasanur Forest disease virus,1959.0,8,2
1065,Alphavirus,1959.0,129,19
1066,Guajara orthobunyavirus,1959.0,6,6
1067,Tick-borne encephalitis virus,1959.0,36,3
1068,Tete orthobunyavirus,1959.0,9,9
1069,Alphainfluenzavirus,1959.0,1837,63
1070,Salehabad phlebovirus,1959.0,8,8
1071,Capripoxvirus,1959.0,346,157
1072,Phenuiviridae,1959.0,84,12
1073,Virgaviridae,1959.0,7,7
1074,Orthobunyavirus,1959.0,391,60
1075,Changuinola virus,1959.0,10,10
1076,Poxviridae,1959.0,3242,157
1077,Epizootic hemorrhagic disease virus,1959.0,30,10
1078,Togaviridae,1959.0,129,19
1079,Orbivirus,1959.0,483,118
1080,Leptomonas seymouri Narna-like virus 1,1959.0,6,6
1081,Picornaviridae,1959.0,62,10
1082,Asfarviridae,1959.0,228,20
1083,Caulimovirus,1959.0,8,1
1084,Rhabdoviridae,1959.0,206,22
1085,Moju orthobunyavirus,1959.0,3,3
1086,Enterovirus B,1959.0,11,4
1087,Enterovirus,1959.0,21,5
1088,Hordeivirus,1959.0,7,7
1089,Mastadenovirus,1959.0,1167,116
1090,Marituba orthobunyavirus,1959.0,44,4
1091,Lumpy skin disease virus,1959.0,317,157
1092,Ross River virus,1959.0,5,5
1093,Bluetongue virus,1959.0,285,72
1094,Lychnis ringspot virus,1959.0,7,7
1095,Adenoviridae,1959.0,1205,116
1096,Caulimoviridae,1959.0,8,1
1097,Oriboca orthobunyavirus,1959.0,28,8
1098,Asfivirus,1959.0,228,20
1099,Wesselsbron virus,1959.0,19,4
1100,Nyando orthobunyavirus,1959.0,8,8
1101,Orthoavulavirus,1959.0,50,6
1102,Ipomovirus,1960.0,1,1
1103,Reoviridae,1960.0,597,77
1104,Batai orthobunyavirus,1960.0,18,3
1105,Flavivirus,1960.0,205,29
1106,Madariaga virus,1960.0,25,2
1107,Rhabdoviridae,1960.0,219,13
1108,Mapputta orthobunyavirus,1960.0,6,6
1109,Retroviridae,1960.0,234,71
1110,Foot-and-mouth disease virus,1960.0,38,7
1111,Closterovirus,1960.0,1,1
1112,Tensaw orthobunyavirus,1960.0,4,4
1113,Enterovirus B,1960.0,13,2
1114,West Nile virus,1960.0,20,8
1115,Dengue virus,1960.0,24,4
1116,Oropouche orthobunyavirus,1960.0,15,11
1117,Vesiculovirus,1960.0,12,12
1118,Eastern equine encephalitis virus,1960.0,22,4
1119,Wesselsbron virus,1960.0,20,1
1120,Lanjan virus,1960.0,1,1
1121,Cucumber vein yellowing virus,1960.0,1,1
1122,Avian coronavirus,1960.0,83,35
1123,Silverwater uukuvirus,1960.0,8,8
1124,Yellow fever virus,1960.0,8,1
1125,Asfivirus,1960.0,562,334
1126,Mayaro virus,1960.0,22,5
1127,Phlebovirus,1960.0,72,9
1128,Chikungunya virus,1960.0,13,2
1129,Orthorubulavirus,1960.0,15,6
1130,Paramyxoviridae,1960.0,194,6
1131,Bluetongue virus,1960.0,338,53
1132,Mumps orthorubulavirus,1960.0,15,6
1133,Herpesviridae,1960.0,990,75
1134,African swine fever virus,1960.0,562,334
1135,Arteriviridae,1960.0,10,9
1136,Orthobunyavirus,1960.0,445,54
1137,Orbivirus,1960.0,560,77
1138,Piry vesiculovirus,1960.0,12,12
1139,Sindbis virus,1960.0,17,4
1140,Togaviridae,1960.0,150,21
1141,Corriparta virus,1960.0,24,24
1142,Alphaarterivirus,1960.0,9,9
1143,Simplexvirus,1960.0,290,75
1144,Flaviviridae,1960.0,216,29
1145,Ananindeua orthobunyavirus,1960.0,3,3
1146,Influenza A virus,1960.0,1882,45
1147,Alphavirus,1960.0,150,21
1148,Alphaarterivirus equid,1960.0,9,9
1149,Human immunodeficiency virus 1,1960.0,210,71
1150,Picornaviridae,1960.0,71,9
1151,Alphainfluenzavirus,1960.0,1882,45
1152,Koongol orthobunyavirus,1960.0,9,9
1153,Lentivirus,1960.0,214,71
1154,Asfarviridae,1960.0,562,334
1155,Potyviridae,1960.0,9,1
1156,Phenuiviridae,1960.0,101,17
1157,Gammacoronavirus,1960.0,83,35
1158,Saint Louis encephalitis virus,1960.0,7,1
1159,Tick-borne encephalitis virus,1960.0,46,10
1160,Citrus tristeza virus,1960.0,1,1
1161,Aphthovirus,1960.0,38,7
1162,Uukuvirus,1960.0,21,8
1163,Orthomyxoviridae,1960.0,1914,45
1164,Guaroa orthobunyavirus,1960.0,14,10
1165,Icoaraci phlebovirus,1960.0,8,8
1166,Jamestown Canyon orthobunyavirus,1960.0,4,4
1167,Kyasanur Forest disease virus,1960.0,9,1
1168,Peribunyaviridae,1960.0,456,54
1169,Sowthistle yellow vein betanucleorhabdovirus,1960.0,1,1
1170,Orthobornavirus,1960.0,11,6
1171,Spondweni virus,1960.0,16,1
1172,Mammalian 1 orthobornavirus,1960.0,11,6
1173,All Species,1960.0,12293,803
1174,Coronaviridae,1960.0,111,35
1175,Macacine alphaherpesvirus 1,1960.0,75,75
1176,Bornaviridae,1960.0,11,6
1177,Betanucleorhabdovirus,1960.0,1,1
1178,La Crosse orthobunyavirus,1960.0,4,4
1179,Japanese encephalitis virus,1960.0,31,2
1180,Enterovirus,1960.0,23,2
1181,Closteroviridae,1960.0,1,1
1182,Highlands J virus,1960.0,4,4
1183,Alphapapillomavirus 9,1961.0,1,1
1184,Enterovirus B,1961.0,17,4
1185,Alphapapillomavirus,1961.0,1,1
1186,Poxviridae,1961.0,3620,378
1187,Enterovirus,1961.0,28,5
1188,Orthonairovirus,1961.0,40,9
1189,Picornaviridae,1961.0,77,6
1190,Togaviridae,1961.0,169,19
1191,Alphaarterivirus,1961.0,18,9
1192,Phenuiviridae,1961.0,109,8
1193,Monkeypox virus,1961.0,1,1
1194,Morbillivirus,1961.0,137,28
1195,Cache Valley orthobunyavirus,1961.0,17,9
1196,Enterovirus C,1961.0,7,1
1197,Orbivirus,1961.0,686,126
1198,Orthomyxoviridae,1961.0,1958,44
1199,Mayaro virus,1961.0,25,3
1200,Peribunyaviridae,1961.0,551,95
1201,All Species,1961.0,13303,1010
1202,Buttonwillow orthobunyavirus,1961.0,4,4
1203,Rinderpest morbillivirus,1961.0,133,28
1204,Nairoviridae,1961.0,40,9
1205,Hapavirus,1961.0,120,24
1206,Mumps orthorubulavirus,1961.0,18,3
1207,Phlebovirus,1961.0,80,8
1208,Rubivirus,1961.0,4,4
1209,Patois orthobunyavirus,1961.0,4,4
1210,Alphavirus,1961.0,169,19
1211,Acara orthobunyavirus,1961.0,3,3
1212,Sindbis virus,1961.0,18,1
1213,Alphaarterivirus equid,1961.0,18,9
1214,Foot-and-mouth disease virus,1961.0,39,1
1215,Influenza A virus,1961.0,1926,44
1216,Okubovirus,1961.0,209,209
1217,Arteriviridae,1961.0,19,9
1218,Matruh orthobunyavirus,1961.0,3,3
1219,Rubivirus rubellae,1961.0,4,4
1220,Herelleviridae,1961.0,868,209
1221,Nairobi sheep disease orthonairovirus,1961.0,13,9
1222,Matonaviridae,1961.0,4,4
1223,Alphainfluenzavirus,1961.0,1926,44
1224,Matariya virus,1961.0,8,8
1225,Capripoxvirus,1961.0,351,5
1226,Jamestown Canyon orthobunyavirus,1961.0,16,12
1227,Bacillus phage SP8,1961.0,209,209
1228,Flanders hapavirus,1961.0,40,24
1229,Pneumoviridae,1961.0,22,7
1230,Human orthopneumovirus,1961.0,21,7
1231,Madrid orthobunyavirus,1961.0,16,8
1232,Western equine encephalitis virus,1961.0,20,2
1233,Sororoca orthobunyavirus,1961.0,6,6
1234,Flaviviridae,1961.0,226,10
1235,Reoviridae,1961.0,723,126
1236,Papillomaviridae,1961.0,1,1
1237,Orthopneumovirus,1961.0,21,7
1238,Aphthovirus,1961.0,39,1
1239,Orthopoxvirus,1961.0,871,2
1240,Zegla orthobunyavirus,1961.0,12,12
1241,Pacui pacuvirus,1961.0,6,6
1242,Orthorubulavirus,1961.0,18,3
1243,Orthobunyavirus,1961.0,534,89
1244,Pacuvirus,1961.0,6,6
1245,Dengue virus,1961.0,26,2
1246,Vesiculovirus,1961.0,22,10
1247,Raccoonpox virus,1961.0,1,1
1248,Goatpox virus,1961.0,34,5
1249,Paramyxoviridae,1961.0,225,31
1250,Venezuelan equine encephalitis virus,1961.0,13,9
1251,Apeu orthobunyavirus,1961.0,12,4
1252,Asfivirus,1961.0,574,12
1253,Changuinola virus,1961.0,52,42
1254,African horse sickness virus,1961.0,138,84
1255,Gabek phlebovirus,1961.0,8,8
1256,Oryzopoxvirus,1961.0,371,371
1257,Yellow fever virus,1961.0,13,5
1258,Cotia virus,1961.0,371,371
1259,Rhabdoviridae,1961.0,261,42
1260,Cat Que orthobunyavirus,1961.0,3,3
1261,Flavivirus,1961.0,215,10
1262,African swine fever virus,1961.0,574,12
1263,Kokobera virus,1961.0,3,3
1264,I612045 virus,1961.0,3,3
1265,Eastern equine encephalitis virus,1961.0,24,2
1266,Pixuna virus,1961.0,2,2
1267,Oropouche orthobunyavirus,1961.0,33,18
1268,Asfarviridae,1961.0,574,12
1269,Cocal vesiculovirus,1961.0,10,10
1270,Poxviridae,1962.0,3805,185
1271,Ledantevirus,1962.0,24,11
1272,Bushbush orthobunyavirus,1962.0,9,3
1273,Alphavirus,1962.0,189,20
1274,Venezuelan equine encephalitis virus,1962.0,19,6
1275,African swine fever virus,1962.0,578,4
1276,Zika virus,1962.0,11,1
1277,Novirhabdovirus,1962.0,12,12
1278,Pneumoviridae,1962.0,36,14
1279,Orthorubulavirus,1962.0,27,9
1280,Avian coronavirus,1962.0,97,14
1281,Cotia virus,1962.0,556,185
1282,Bujaru phlebovirus,1962.0,8,8
1283,Bunyamwera orthobunyavirus,1962.0,10,10
1284,Burg el Arab virus,1962.0,14,14
1285,Jurona vesiculovirus,1962.0,12,12
1286,Great Island virus,1962.0,15,15
1287,All Species,1962.0,14216,913
1288,Foot-and-mouth disease virus,1962.0,45,6
1289,Orthobunyavirus,1962.0,574,40
1290,Hapavirus,1962.0,136,16
1291,Pestivirus,1962.0,6,1
1292,Rinderpest morbillivirus,1962.0,155,22
1293,Anopheles B orthobunyavirus,1962.0,6,3
1294,Herpesviridae,1962.0,1074,84
1295,Piscine novirhabdovirus,1962.0,12,12
1296,Orbivirus,1962.0,972,286
1297,Human orthopneumovirus,1962.0,35,14
1298,Rift Valley fever phlebovirus,1962.0,58,7
1299,Barur ledantevirus,1962.0,11,11
1300,Saint Louis encephalitis virus,1962.0,9,2
1301,Asfarviridae,1962.0,578,4
1302,Lymphocystis disease virus 1,1962.0,1,1
1303,Oak looper alphabaculovirus,1962.0,1,1
1304,Picornaviridae,1962.0,103,26
1305,Togaviridae,1962.0,189,20
1306,Kyasanur Forest disease virus,1962.0,12,3
1307,Chaco sripuvirus,1962.0,18,18
1308,Nairoviridae,1962.0,60,20
1309,Bovine rhinitis A virus,1962.0,14,14
1310,Orthoavulavirus,1962.0,53,3
1311,Coronaviridae,1962.0,125,14
1312,Epizootic hemorrhagic disease virus,1962.0,40,10
1313,Nairobi sheep disease orthonairovirus,1962.0,24,11
1314,Tupavirus,1962.0,18,18
1315,Gammacoronavirus,1962.0,97,14
1316,Tanga virus,1962.0,3,3
