,Species,Region,Count,Geographical_Region
555,African pygmy hedgehog adenovirus 1,Asia,29,
556,African swine fever virus,Africa,6567,
557,African swine fever virus,Asia,6341,
558,African swine fever virus,Europa,22042,
559,African swine fever virus,North America,17,
560,African swine fever virus,South America,10,
561,African termite bidnaparvovirus,Africa,7,
562,Afrovirus Urmite69,Europa,1,
563,Agama adenovirus 1 REM-2013,Europa,1,
564,Agamid adenovirus 1,Asia,2,
565,Agamid adenovirus 1,Europa,5,
566,Agamid adenovirus 1,North America,18,
567,Agamid adenovirus 1,Oceans and Seas,4,
568,Agamid atadenovirus Ben,Europa,1,
569,Agamid atadenovirus Well,Europa,1,
570,Agapanthus carlavirus B,Africa,6,
571,Agapanthus tungrovirus,Africa,40,
572,Agapanthus velarivirus,Africa,100,
573,Agapanthus virus A,Africa,6,
574,Agaricus bisporus alphaendornavirus 1,Europa,2,
575,Agaricus bisporus mitovirus 1,Europa,1,
576,Agaricus bisporus spherical virus,Asia,1,
577,Agaricus bisporus spherical virus,Europa,2,
578,Agaricus bisporus virus 1,Europa,3,
579,Agaricus bisporus virus 10,Europa,2,
580,Agaricus bisporus virus 11,Europa,2,
581,Agaricus bisporus virus 12,Europa,1,
582,Agaricus bisporus virus 13,Europa,3,
583,Agaricus bisporus virus 14,Europa,1,
584,Agaricus bisporus virus 15,Europa,1,
585,Agaricus bisporus virus 16,Europa,4,
586,Agaricus bisporus virus 2,Europa,3,
587,Agaricus bisporus virus 3,Europa,3,
588,Agaricus bisporus virus 5,Europa,3,
589,Agaricus bisporus virus 6,Europa,6,
590,Agaricus bisporus virus 7,Europa,5,
591,Agaricus bisporus virus 8,Europa,3,
592,Agaricus bisporus virus 9,Europa,3,
593,Agaricus bisporus virus X,Europa,2,
594,Agassiz Rock virus,Europa,1,
595,Agave badnavirus A,North America,3,
596,Agave tequilana leaf virus,North America,10,
597,Agave virus T,North America,3,
598,Agave vitivirus A,North America,5,
599,Agave-associated rhabdovirus A,North America,6,
600,Ageratum Yellow vein China virus - OX1,Asia,12,
601,Ageratum conyzoides associated symptomless alphasatellite,Asia,10,
602,Ageratum conyzoides symptomless alphasatellite,Asia,14,
603,Ageratum enation alphasatellite,Asia,25,
604,Ageratum enation virus,Asia,306,
605,Ageratum enation virus associated DNA 1,Asia,1,
606,Ageratum latent virus,Oceans and Seas,18,
607,Ageratum leaf curl Buea betasatellite,Africa,2,
608,Ageratum leaf curl Cameroon alphasatellite,Africa,12,
609,Ageratum leaf curl Cameroon betasatellite,Africa,12,
610,Ageratum leaf curl Cameroon virus,Africa,24,
611,Ageratum leaf curl Sichuan virus,Asia,18,
612,Ageratum leaf curl betasatellite,Asia,13,
613,Ageratum leaf curl virus,Asia,20,
614,Ageratum yellow leaf curl Pakistan alphasatellite,Asia,6,
615,Ageratum yellow leaf curl betasatellite,Africa,1,
616,Ageratum yellow leaf curl betasatellite,Asia,44,
617,Ageratum yellow vein China alphasatellite,Asia,2,
618,Ageratum yellow vein China betasatellite,Asia,21,
619,Ageratum yellow vein China virus,Asia,504,
620,Ageratum yellow vein Hualian virus,Asia,30,
621,Ageratum yellow vein India alphasatellite,Asia,27,
622,Ageratum yellow vein India betasatellite,Asia,2,
623,Ageratum yellow vein Pakistan alphasatellite,Asia,5,
624,Ageratum yellow vein Singapore alphasatellite,Asia,5,
625,Ageratum yellow vein Sri Lanka betasatellite,Asia,2,
626,Ageratum yellow vein Sri Lanka virus,Asia,12,
627,Ageratum yellow vein Taiwan virus,Asia,17,
628,Ageratum yellow vein alphasatellite,Asia,9,
629,Ageratum yellow vein betasatellite,Asia,10,
630,Ageratum yellow vein virus,Asia,339,
631,Ageratum yellow vein virus,North America,24,
632,Aglaonema bacilliform virus,North America,6,
633,Agraulis vanillae MNPV,South America,3,
634,Agrobacterium phage Atu_ph04,North America,48,
635,Agrobacterium phage Atu_ph08,North America,75,
636,Agrobacterium phage Milano,North America,127,
637,Agrobacterium phage OLIVR1,Europa,216,
638,Agrobacterium phage OLIVR2,Europa,107,
639,Agrobacterium phage OLIVR3,Europa,107,
640,Agrobacterium phage OLIVR4,Europa,131,
641,Agrobacterium phage OLIVR5,Europa,518,
642,Agrobacterium phage OLIVR6,Europa,265,
643,Agrobacterium virus 7-7-1,Europa,254,
644,Agrobacterium virus Atuph02,North America,110,
645,Agrobacterium virus Atuph03,North America,116,
646,Agrobacterium virus Atuph07,North America,1428,
647,Agropyron mosaic virus,Europa,1,
648,Agropyron mosaic virus,North America,16,
649,Agrotis exclamationis nucleopolyhedrovirus,Europa,1,
650,Agrotis ipsilon Nora virus,Asia,5,
651,Agrotis ipsilon multiple nucleopolyhedrovirus,North America,326,
652,Agrotis ipsilon virus,Asia,7,
653,Agrotis ipsilon-associated genomovirus,Asia,2,
654,Agrotis segetum granulovirus,Asia,149,
655,Agrotis segetum granulovirus,Europa,304,
656,Agrotis segetum nucleopolyhedrovirus A,Europa,5,
657,Agrotis segetum nucleopolyhedrovirus B,Europa,300,
658,Agua Salud alphavirus,North America,4,
659,Agua Salud negevirus,North America,3,
660,Aguacate phlebovirus,South America,4,
661,Ahus virus,Europa,2,
662,Aichivirus A,Africa,143,
663,Aichivirus A,Asia,712,
664,Aichivirus A,Europa,369,
665,Aichivirus A,North America,72,
666,Aichivirus A,Oceans and Seas,33,
667,Aichivirus A,South America,23,
668,Aichivirus B,Africa,17,
669,Aichivirus B,Asia,199,
670,Aichivirus B,Europa,128,
671,Aichivirus B,North America,2,
672,Aichivirus B,South America,41,
673,Aichivirus C,Africa,5,
674,Aichivirus C,Asia,1019,
675,Aichivirus C,Europa,100,
676,Aichivirus C,North America,145,
677,Aichivirus C,South America,20,
678,Aichivirus D,Asia,13,
679,Aichivirus D,Europa,2,
680,Aichivirus E,Europa,16,
681,Aichivirus F,Asia,2,
682,Aids-associated retrovirus,Europa,21,
683,Ailurivirus A,Asia,4,
684,Ailurivirus C,Asia,5,
685,Ailurivirus D,Asia,4,
686,Ailuropoda melanoleuca papillomavirus 5,Asia,7,
687,Ailuropoda melanoleuca polyomavirus 1,Asia,11,
688,Ailurus fulgens astrovirus 1,Asia,3,
689,Ailurus fulgens astrovirus 2,Asia,3,
690,Aino orthobunyavirus,Asia,121,
691,Aino orthobunyavirus,Oceans and Seas,28,
692,Air potato ampelovirus 1,North America,14,
693,Akabane orthobunyavirus,Africa,6,
694,Akabane orthobunyavirus,Asia,409,
695,Akabane orthobunyavirus,Oceans and Seas,133,
696,Akhmeta virus,Asia,1518,
697,Akhtuba virus,Europa,3,
698,Akodon montensis polyomavirus,South America,10,
699,Aksy-Durug Melophagus sigmavirus,Europa,25,
700,Alagoas vesiculovirus,South America,49,
701,Alajuela orthobunyavirus,North America,8,
702,Alajuela orthobunyavirus,South America,4,
703,Alaskapox virus,North America,206,
704,Albatrellopsis flettii mitovirus 1,Asia,1,
705,Albatrosspox virus,Oceans and Seas,336,
706,Alber virus,Asia,1,
707,Albuca mosaic virus,Africa,10,
708,Alcaligenes phage Piluca,North America,49,
709,Alcea rosea virus 1,Asia,9,
710,Alcelaphine gammaherpesvirus 1,Africa,151,
711,Alcelaphine gammaherpesvirus 1,Europa,1,
712,Alcelaphine gammaherpesvirus 1,North America,18,
713,Alcelaphine gammaherpesvirus 2,North America,140,
714,Alces alces faeces associated circular virus MP65,North America,4,
715,Alces alces faeces associated genomovirus MP146,North America,2,
716,Alces alces faeces associated microvirus MP10 5560,North America,12,
717,Alces alces faeces associated microvirus MP11 5517,North America,12,
718,Alces alces faeces associated microvirus MP12 5423,North America,12,
719,Alces alces faeces associated microvirus MP15 5067,North America,8,
720,Alces alces faeces associated microvirus MP18 4940,North America,8,
721,Alces alces faeces associated microvirus MP21 4718,North America,6,
722,Alces alces faeces associated microvirus MP3 6497,North America,6,
723,Alcube phlebovirus,Europa,8,
724,Aldhiuvirus defluviicola,North America,3,
725,Alefpapillomavirus 1,Europa,18,
726,Alehndavirus ruminicola,North America,3,
727,Alehxovirus agradaptatum,North America,3,
728,Alehxovirus agrenecus,North America,3,
729,Alehxovirus agricola,North America,3,
730,Alehxovirus agrihabitans,North America,3,
731,Alehxovirus asiohabitans,North America,3,
732,Alehxovirus asiovicinum,North America,3,
733,Alehxovirus asiovivens,North America,3,
734,Alehxovirus borboradaptatum,Asia,3,
735,Alehxovirus humivicinum,North America,3,
736,Alehxovirus humivivens,North America,3,
737,Alenquer phlebovirus,South America,9,
738,Alethinophid 2 reptarenavirus,Europa,28,
739,Alethinophid 3 reptarenavirus,Asia,8,
740,Alexandroupolis virga-like virus,Europa,4,
741,Alfalfa associated nucleorhabdovirus,Europa,14,
742,Alfalfa cytorhabdovirus 1,North America,1,
743,Alfalfa cytorhabdovirus 2,North America,1,
744,Alfalfa deltaparitivirus,North America,1,
745,Alfalfa dwarf cytorhabdovirus,Asia,10,
746,Alfalfa dwarf cytorhabdovirus,South America,28,
747,Alfalfa enamovirus 1,Africa,6,
748,Alfalfa enamovirus 1,South America,25,
749,Alfalfa leaf curl virus,Africa,42,
750,Alfalfa leaf curl virus,Asia,258,
751,Alfalfa leaf curl virus,Europa,373,
752,Alfalfa leaf curl virus,South America,245,
753,Alfalfa mosaic virus,Africa,22,
754,Alfalfa mosaic virus,Asia,243,
755,Alfalfa mosaic virus,Europa,294,
756,Alfalfa mosaic virus,North America,85,
757,Alfalfa mosaic virus,Oceans and Seas,34,
758,Alfalfa mosaic virus,South America,8,
759,Alfalfa nucleorhabdovirus 1,North America,1,
760,Alfalfa ringspot-associated virus,Oceans and Seas,2,
761,Alfalfa toti-like virus 1,North America,1,
762,Alfalfa virus F,Europa,2,
763,Alfalfa virus S,Africa,12,
764,Alfalfa virus S,Asia,6,
765,Alfalfa virus S,North America,6,
766,Alfalfa-associated picorna-like virus 1,North America,2,
767,Algerian watermelon mosaic virus,Africa,13,
768,Alhagi bacilliform virus,Asia,5,
769,Alkalimonas phage phiMOD2.32-OM,North America,1,
770,Alkalimonas phage phiMOD3.20-OM,North America,1,
771,Alkalimonas phage phiMOL1.4-NB,North America,1,
772,Alkalimonas phage phiMOL1.4-ST,North America,1,
773,Alkalimonas phage phiMOM3.2-OM,North America,1,
774,Alkalimonas phage phiMOM3.3-MOD2,North America,1,
775,Allamanda leaf curl virus,Asia,12,
776,Allamanda leaf mottle distortion virus,Asia,16,
777,Allamanda mosaic virus,Asia,3,
778,Allermuir Hill virus 1,Europa,3,
779,Allermuir Hill virus 2,Europa,2,
780,Allermuir Hill virus 3,Europa,2,
781,Allexivirus DS-2013/CZE,Europa,2,
782,Allium carlavirus A,Asia,6,
783,Allium polerovirus A,Asia,5,
784,Allium virus X,Europa,10,
785,Allomyrina virus,Asia,3,
786,Alloteropsis cryptic virus 1,Africa,2,
787,Alloteropsis cryptic virus 1,Europa,1,
788,Alloteropsis cryptic virus 2,Africa,3,
789,Allpahuayo mammarenavirus,South America,10,
790,Almazovo tick virus,Europa,1,
791,Almond luteovirus 1,Asia,4,
792,Almpiwar sripuvirus,Oceans and Seas,49,
793,Alohrdovirus borborenecus,North America,3,
794,Alongshan virus,Asia,51,
795,Alongshan virus,Europa,100,
796,Alouatta caraya papillomavirus,South America,1,
797,Alouatta macconnelli cytomegalovirus,South America,1,
798,Alouatta palliata cytomegalovirus,North America,1,
799,Alouatta seniculus cytomegalovirus,South America,2,
800,Alpaca adenovirus CA/2007,North America,1,
801,Alpaca adenovirus GBR/3387_02,Europa,1,
802,Alpaca coronavirus,South America,23,
803,Alpaca coronavirus CA08-1/2008,North America,1,
804,Alphaarterivirus equid,Africa,8,
805,Alphaarterivirus equid,Asia,4,
806,Alphaarterivirus equid,Europa,726,
807,Alphaarterivirus equid,North America,1167,
808,Alphaarterivirus equid,South America,26,
809,Alphacoronavirus 1,Africa,102,
810,Alphacoronavirus 1,Asia,1784,
811,Alphacoronavirus 1,Europa,2593,
812,Alphacoronavirus 1,North America,750,
813,Alphacoronavirus 1,Oceans and Seas,9,
814,Alphacoronavirus 1,South America,532,
815,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Europa,6,
816,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010,Europa,6,
817,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015,Europa,12,
818,Alphacoronavirus BtCoV/GrNC1/Neo_cap/RSA/2012,Africa,1,
819,Alphacoronavirus BtCoV/GrNC2/Neo_cap/RSA/2012,Africa,1,
820,Alphacoronavirus BtCoV/GrNC3/Neo_cap/RSA/2012,Africa,1,
821,Alphacoronavirus BtCoV/GrNC4/Neo_cap/RSA/2012,Africa,1,
822,Alphacoronavirus BtCoV/GrNC5/Neo_cap/RSA/2012,Africa,1,
823,Alphacoronavirus BtCoV/GrNC6/Neo_cap/RSA/2012,Africa,1,
824,Alphacoronavirus BtCoV/GrNC7/Neo_cap/RSA/2012,Africa,1,
825,Alphacoronavirus BtCoV/GrNC8/Neo_cap/RSA/2012,Africa,1,
826,Alphacoronavirus BtCoV/MSTM2/Min_nat/RSA/2010,Africa,1,
827,Alphacoronavirus BtCoV/MSTM6/Min_nat/RSA/2010,Africa,1,
828,Alphacoronavirus BtCoV/Miniopterus/UP6369/LP/RSA/2016,Africa,1,
829,Alphacoronavirus BtCoV/NCL_MCO1/Mop_con/RSA/2012,Africa,1,
830,Alphacoronavirus BtCoV/Rhinolophus/UP6043/LP/RSA/2015,Africa,1,
831,Alphacoronavirus BtCoV/VH_NC2/Neo_cap/RSA/2012,Africa,1,
832,Alphacoronavirus Eptesicus fuscus,North America,2,
833,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-265225/IT/USA/2009,North America,1,
834,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-287740/IT/USA/2009,North America,1,
835,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-5088/IT/USA/2009,North America,1,
836,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C1148/IT/USA/2009,North America,1,
837,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C146/IT/USA/2009,North America,1,
838,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C149/IT/USA/2009,North America,1,
839,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C265/IT/USA/2009,North America,1,
840,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,North America,1,
841,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,North America,1,
842,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,North America,1,
843,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,North America,1,
844,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,North America,1,
845,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,North America,1,
846,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,North America,1,
847,Alphacoronavirus H.sav/L/Spain/2007,Europa,1,
848,Alphacoronavirus HCQD-2020,Asia,7,
849,Alphacoronavirus L232,Europa,1,
850,Alphacoronavirus M.bly/B/Spain/2004,Europa,1,
851,Alphacoronavirus M.dau/H/Spain/2007,Europa,1,
852,Alphacoronavirus M.myo/I/Spain/2007,Europa,1,
853,Alphacoronavirus M.sch/A/Spain/2004,Europa,1,
854,Alphacoronavirus Mink/China/1/2016,Asia,9,
855,Alphacoronavirus Myotis/13rs384_31/Italy/2012,Europa,1,
856,Alphacoronavirus N.las/C/Spain/2007,Europa,1,
857,Alphacoronavirus N.las/D/Spain/2007,Europa,1,
858,Alphacoronavirus N.las/E/Spain/2007,Europa,1,
859,Alphacoronavirus N.las/F/Spain/2007,Europa,1,
860,Alphacoronavirus N.las/G/Spain/2007,Europa,1,
861,Alphacoronavirus P.kuh/Iprima/Spain/2007,Europa,1,
862,Alphacoronavirus P.sp/K/Spain/2007,Europa,1,
863,Alphacoronavirus PLMg1,Europa,4,
864,Alphacoronavirus Perimyotis subflavus,North America,2,
865,Alphacoronavirus Pip1_Cr_FR_2014,Europa,1,
866,Alphacoronavirus Pip2_Cr_FR_2014,Europa,1,
867,Alphacoronavirus Pipistrellus kuhlii/Italy/206645-41/2010,Europa,1,
868,Alphacoronavirus Pipistrellus kuhlii/Italy/206679-3/2010,Europa,1,
869,Alphacoronavirus RtCoV/Gerbilliscus/UPR219/LP/RSA/2016,Africa,1,
870,Alphacoronavirus TT-2016a,Europa,5,
871,Alphacoronavirus Trinidad/1FY2BA/2007,South America,11,
872,Alphacoronavirus UKMa1,Europa,10,
873,Alphacoronavirus UKRn3,Europa,10,
874,Alphacoronavirus sp.,Africa,85,
875,Alphacoronavirus sp.,Asia,374,
876,Alphacoronavirus sp.,Europa,65,
877,Alphacoronavirus sp.,Oceans and Seas,30,
878,Alphacoronavirus sp.,South America,2,
879,Alphacryptovirus JF-2012,Asia,1,
880,Alphadintovirus mayetiola,North America,11,
881,Alphaendornavirus sp.,Asia,31,
882,Alphaendornavirus sp.,South America,1,
883,Alphaglobulovirus PSV2,Europa,32,
884,Alphaherpesvirinae sp.,Europa,11,
885,Alphalipothrixvirus SBFV2,Asia,136,
886,Alphalipothrixvirus SFV1,Asia,132,
887,Alphamesonivirus 1,Africa,21,
888,Alphamesonivirus 1,Asia,108,
889,Alphamesonivirus 1,Europa,33,
890,Alphamesonivirus 1,North America,28,
891,Alphamesonivirus 1,Oceans and Seas,17,
892,Alphamesonivirus 1,South America,6,
893,Alphamesonivirus 10,Africa,21,
894,Alphamesonivirus 2,Africa,7,
895,Alphamesonivirus 2,Asia,20,
896,Alphamesonivirus 3,Africa,6,
897,Alphamesonivirus 3,Asia,14,
898,Alphamesonivirus 4,Africa,7,
899,Alphamesonivirus 4,Oceans and Seas,30,
900,Alphamesonivirus 5,Africa,7,
901,Alphamesonivirus 6,South America,4,
902,Alphamesonivirus 7,South America,8,
903,Alphamesonivirus 8,Africa,7,
904,Alphamesonivirus 9,Africa,6,
905,Alphamesonivirus sp.,Oceans and Seas,18,
906,Alphanodavirus HB-2007/CHN,Asia,2,
907,Alphapapillomavirus 1,Africa,2,
908,Alphapapillomavirus 1,Asia,45,
909,Alphapapillomavirus 1,Europa,151,
910,Alphapapillomavirus 1,South America,15,
911,Alphapapillomavirus 10,Africa,41,
912,Alphapapillomavirus 10,Asia,869,
913,Alphapapillomavirus 10,Europa,1880,
914,Alphapapillomavirus 10,North America,37,
915,Alphapapillomavirus 10,Oceans and Seas,377,
916,Alphapapillomavirus 10,South America,189,
917,Alphapapillomavirus 11,Asia,27,
918,Alphapapillomavirus 11,Europa,84,
919,Alphapapillomavirus 11,South America,33,
920,Alphapapillomavirus 12,North America,30,
921,Alphapapillomavirus 13,Asia,12,
922,Alphapapillomavirus 13,Europa,42,
923,Alphapapillomavirus 13,South America,8,
924,Alphapapillomavirus 14,Asia,72,
925,Alphapapillomavirus 14,Europa,54,
926,Alphapapillomavirus 14,North America,7,
927,Alphapapillomavirus 14,South America,16,
928,Alphapapillomavirus 2,Europa,23,
929,Alphapapillomavirus 2,South America,1,
930,Alphapapillomavirus 3,Africa,11,
931,Alphapapillomavirus 3,Asia,68,
932,Alphapapillomavirus 3,Europa,194,
933,Alphapapillomavirus 3,North America,14,
934,Alphapapillomavirus 3,South America,113,
935,Alphapapillomavirus 4,Asia,45,
936,Alphapapillomavirus 4,Europa,2,
937,Alphapapillomavirus 4,North America,1,
938,Alphapapillomavirus 4,South America,6,
939,Alphapapillomavirus 5,Asia,125,
940,Alphapapillomavirus 5,Europa,238,
941,Alphapapillomavirus 5,South America,58,
942,Alphapapillomavirus 6,Africa,5,
943,Alphapapillomavirus 6,Asia,398,
944,Alphapapillomavirus 6,Europa,655,
945,Alphapapillomavirus 6,North America,6,
946,Alphapapillomavirus 6,South America,192,
947,Alphapapillomavirus 7,Africa,77,
948,Alphapapillomavirus 7,Asia,1344,
949,Alphapapillomavirus 7,Europa,1421,
950,Alphapapillomavirus 7,North America,24,
951,Alphapapillomavirus 7,Oceans and Seas,2,
952,Alphapapillomavirus 7,South America,275,
953,Alphapapillomavirus 8,Africa,3,
954,Alphapapillomavirus 8,Asia,42,
955,Alphapapillomavirus 8,Europa,66,
956,Alphapapillomavirus 8,South America,8,
957,Alphapapillomavirus 9,Africa,3171,
958,Alphapapillomavirus 9,Asia,8802,
959,Alphapapillomavirus 9,Europa,3949,
960,Alphapapillomavirus 9,North America,34138,
961,Alphapapillomavirus 9,Oceans and Seas,339,
962,Alphapapillomavirus 9,South America,2197,
963,Alphapermutotetravirus sp.,Asia,3,
964,Alphapermutotetravirus sp.,Europa,3,
965,Alphapleolipovirus HHPV1,Europa,17,
966,Alphapleolipovirus HHPV2,Asia,16,
967,Alphapleolipovirus HRPV1,Europa,19,
968,Alphapleolipovirus HRPV2,Asia,31,
969,Alphapleolipovirus HRPV6,Asia,21,
970,Alphaportoglobovirus SPV2,Asia,92,
971,Alphasatellite 1,North America,1,
972,Alphasatellite 3,North America,2,
973,Alphasatellitidae sp.,South America,1,
974,Alphatorquevirus sp.,North America,28,
975,Alphatristromavirus PFV1,Europa,78,
976,Alphatristromavirus PFV2,Europa,39,
977,Alphavirus HBb17,Asia,1,
978,Alphavirus JDD-2012,Oceans and Seas,1,
979,Alpinia oxyphylla mosaic virus,Asia,2,
980,Alstroemeria mosaic virus,Africa,1,
981,Alstroemeria mosaic virus,Asia,1,
982,Alstroemeria mosaic virus,South America,2,
983,Alstroemeria necrotic streak orthotospovirus,North America,3,
984,Alstroemeria necrotic streak orthotospovirus,South America,42,
985,Alstroemeria virus X,Asia,10,
986,Alstroemeria virus X,Europa,3,
987,Alstroemeria yellow spot orthotospovirus,Europa,10,
988,Altai virus,Asia,1,
989,Altai virus,Europa,34,
990,Altai-like virus,Europa,2,
991,Alternanthera leaf curl virus,Asia,1,
992,Alternanthera mild mosaic virus,South America,4,
993,Alternanthera mosaic virus,Asia,5,
994,Alternanthera mosaic virus,Europa,1,
995,Alternanthera mosaic virus,North America,67,
996,Alternanthera mosaic virus,South America,2,
997,Alternanthera yellow vein alphasatellite,Asia,1,
998,Alternanthera yellow vein betasatellite,Asia,2,
999,Alternanthera yellow vein virus,Asia,193,
1000,Alternaria alternata botybirnavirus 1,Asia,4,
1001,Alternaria alternata chrysovirus,Asia,21,
1002,Alternaria alternata chrysovirus,Europa,4,
1003,Alternaria alternata deltaflexivirus 1,Asia,4,
1004,Alternaria alternata fusarivirus 1,Asia,3,
1005,Alternaria alternata hypovirus 1,Asia,1,
1006,Alternaria alternata mitovirus 1,Europa,1,
1007,Alternaria alternata partitivirus 1,South America,2,
1008,Alternaria alternata polymycovirus 1,Asia,8,
1009,Alternaria alternata victorivirus 1,Asia,2,
